payment_id,loan_id,payment_date,due_amount,paid_amount,days_late,payment_status
PAY029466,LN05100,2025-03-29,14422.7,8314.31,30,Missed
PAY045698,LN05057,2025-05-07,19222.42,10074.54,0,On Time
PAY001747,LN01383,2024-11-17,6775.42,18488.25,0,On Time
PAY035737,LN03685,2025-04-22,3647.81,1629.67,3,Late
PAY017431,LN03725,2025-01-09,7612.07,11311.51,3,Late
PAY043282,LN04386,2025-03-12,16797.51,3248.39,10,Late
PAY007229,LN05592,2026-02-17,4520.81,7247.79,0,On Time
PAY005420,LN04741,2026-05-29,2667.36,19733.71,30,Missed
PAY011149,LN03451,2024-12-31,11852.21,16061.83,3,Late
PAY014046,LN04626,2025-06-24,5167.13,16022.54,0,On Time
PAY041703,LN01837,2025-12-11,8053.32,15332.93,10,Late
PAY020814,LN99999,2026-04-21,12359.14,1429.97,30,Missed
PAY004278,LN00094,2025-06-27,8356.89,14129.74,3,Late
PAY035893,LN03922,2025-04-12,13849.18,12780.59,0,On Time
PAY034270,LN00954,2025-03-26,14081.13,17185.28,0,On Time
PAY022959,LN02040,2025-11-27,13418.37,6146.03,0,On Time
PAY023374,LN03892,2026-02-04,4857.87,8389.44,3,Late
PAY040847,LN00022,2026-05-12,17216.96,14546.47,10,Late
PAY025395,LN02793,2025-03-24,8086.42,16923.5,30,Missed
PAY012571,LN04915,2026-04-18,7730.47,1909.77,30,Missed
PAY034992,LN01814,2026-04-21,10391.41,3403.39,3,Late
PAY041106,LN03742,2026-04-26,12417.01,2403.37,0,On Time
PAY033663,LN03062,2024-10-15,5874.96,12920.99,3,Late
PAY002764,LN01856,2026-02-27,4358.62,2577.76,10,Late
PAY003293,LN05651,2025-05-31,3592.59,11294.0,3,Late
PAY044014,LN01366,2025-03-14,16299.67,10385.78,0,On Time
PAY015148,LN01707,2026-03-04,3566.01,15665.54,0,On Time
PAY035388,LN02937,2026-09-02,11124.5,13373.06,0,On Time
PAY037551,LN03710,2026-06-18,12046.77,1023.67,0,On Time
PAY017410,LN02547,2025-07-08,19198.2,18892.7,10,Late
PAY033910,LN05236,2025-01-26,10208.69,13833.84,0,On Time
PAY005683,LN01934,2024-11-21,6025.6,1834.68,10,Late
PAY035555,LN04368,2026-01-16,3163.78,,10,Late
PAY036064,LN01574,2025-12-08,19337.14,1049.04,0,On Time
PAY007875,LN01500,2025-09-24,6538.17,16076.19,0,On Time
PAY031099,LN00932,2025-04-12,8676.62,11689.21,30,Missed
PAY016962,LN02400,2026-04-28,6344.11,15153.36,0,On Time
PAY032612,LN01887,2026-02-21,6520.79,,10,Late
PAY015747,LN05141,2026-05-05,9805.43,1141.74,0,On Time
PAY007687,LN00025,2025-08-14,7995.96,1083.47,0,On Time
PAY013811,LN99999,2025-05-09,5508.19,6058.25,0,On Time
PAY007089,LN00649,2024-11-29,1556.04,9041.34,3,Late
PAY004660,LN00433,2025-05-17,19578.05,7279.74,0,On Time
PAY019388,LN01809,2025-11-12,11656.34,15932.66,0,On Time
PAY045864,LN02467,2025-08-16,13972.33,12306.35,0,On Time
PAY040450,LN00571,2026-02-25,12151.37,17941.65,0,On Time
PAY043670,LN02041,2025-08-19,12647.42,7651.67,10,Late
PAY034163,LN01008,2025-06-08,11787.17,12855.81,3,Late
PAY000831,LN02612,2025-09-03,6302.99,6130.85,0,On Time
PAY033620,LN00925,2025-03-26,5296.05,2237.85,0,On Time
PAY024969,LN01919,2025-03-14,17289.96,15793.78,3,Late
PAY002237,LN05557,2025-07-29,5669.29,3860.65,0,On Time
PAY038658,LN04925,2026-01-14,3222.97,2694.59,0,On Time
PAY045770,LN02432,2024-11-24,8343.56,17228.31,10,Late
PAY011905,LN03093,2025-03-13,2698.12,17893.52,0,On Time
PAY008484,LN01231,2026-02-20,4798.37,14461.3,10,Late
PAY025759,LN00024,2025-09-02,1217.03,4440.88,0,On Time
PAY044524,LN05049,2026-05-30,10130.07,10803.77,0,On Time
PAY037169,LN02584,2026-08-03,3832.58,11144.51,0,On Time
PAY034608,LN02565,2026-02-02,6404.23,3454.2,0,On Time
PAY034702,LN00460,2026-07-04,7512.31,19460.38,30,Missed
PAY025976,LN00118,2025-07-11,5236.03,3224.7,10,Late
PAY020598,LN04184,2026-08-08,10454.2,19295.59,0,On Time
PAY025467,LN00317,2025-04-11,15041.37,8911.88,0,On Time
PAY012260,LN01949,2025-02-03,10533.05,11441.86,0,On Time
PAY041217,LN04882,2025-11-03,7163.37,8404.86,0,On Time
PAY044624,LN05375,2026-04-18,7824.94,16721.63,10,Late
PAY002161,LN00298,2026-02-13,19643.53,17084.75,30,Missed
PAY039695,LN04424,2025-03-12,3700.0,6386.76,0,On Time
PAY008874,LN04605,2025-11-06,19375.25,14419.76,0,On Time
PAY019061,LN99999,2024-09-29,18114.06,1925.41,0,On Time
PAY005516,LN01790,2026-03-09,2415.55,12504.86,0,On Time
PAY024051,LN03254,2025-06-09,11944.35,5338.45,0,On Time
PAY030578,LN02031,2025-09-19,13018.38,19540.3,0,On Time
PAY014716,LN03154,2025-12-06,13012.85,14313.6,0,On Time
PAY024468,LN02286,2026-03-07,5231.33,19183.74,3,Late
PAY006213,LN04345,2024-10-23,4253.37,11717.68,0,On Time
PAY028433,LN01097,2025-07-18,13886.5,11882.46,0,On Time
PAY037666,LN03759,2026-04-13,5953.11,6802.04,30,Missed
PAY000028,LN04240,2026-01-25,6650.09,1194.16,3,Late
PAY031937,LN00859,2026-09-08,3212.28,15464.93,0,On Time
PAY027822,LN04851,2026-07-22,11695.96,7229.14,10,Late
PAY013905,LN01552,2025-12-05,6131.16,14527.42,30,Missed
PAY002600,LN01830,2025-04-18,7976.4,6630.29,3,Late
PAY044466,LN04669,2024-11-30,1139.13,,30,Missed
PAY027181,LN00378,2025-07-22,14110.96,1072.58,10,Late
PAY002554,LN02232,2026-06-27,11164.89,5890.89,3,Late
PAY004999,LN03144,2025-08-13,13341.47,7389.57,0,On Time
PAY018606,LN05363,2025-05-17,16880.99,4945.36,0,On Time
PAY042434,LN04865,2026-04-27,6479.49,16549.32,0,On Time
PAY000152,LN00879,2024-12-25,10939.26,19590.33,0,On Time
PAY038682,LN05733,2026-07-04,12485.08,12993.32,0,On Time
PAY011411,LN01163,2024-12-18,9896.55,12199.92,0,On Time
PAY005500,LN02420,2025-05-17,4794.67,10529.19,10,Late
PAY039645,LN00907,2026-07-01,4101.7,14560.52,30,Missed
PAY035735,LN03371,2025-06-19,12607.46,17004.29,0,On Time
PAY034842,LN01183,2025-07-12,13357.82,3994.85,30,Missed
PAY028581,LN04885,2024-11-05,3352.02,12541.31,0,On Time
PAY008894,LN01678,2025-01-18,2357.08,6237.38,0,On Time
PAY001651,LN00902,2025-12-04,15550.37,6607.79,0,On Time
PAY014497,LN04482,2026-04-17,9612.78,5034.3,0,On Time
PAY000062,LN03557,2025-08-30,2983.67,7792.05,0,On Time
PAY024872,LN05122,2025-05-04,7717.84,18683.02,30,Missed
PAY020969,LN04250,2024-10-13,11397.29,,30,Missed
PAY026361,LN00274,2025-10-11,11822.73,3388.21,30,Missed
PAY021283,LN00660,2026-01-09,9905.1,9986.86,0,On Time
PAY024543,LN02743,2024-10-20,4031.16,14797.51,0,On Time
PAY007386,LN05931,2025-09-17,13466.2,10551.45,0,On Time
PAY034195,LN01095,2024-09-24,13980.91,15848.3,10,Late
PAY019473,LN01702,2025-12-08,8310.59,15789.94,3,Late
PAY038419,LN05602,2025-10-23,11073.1,11686.68,0,On Time
PAY019641,LN05726,2025-01-03,8670.92,17803.92,0,On Time
PAY006253,LN00709,2024-09-11,17506.92,1681.18,0,On Time
PAY030416,LN04262,2025-01-27,15203.29,14405.02,3,Late
PAY010427,LN02800,2025-05-05,1732.23,8961.91,0,On Time
PAY018713,LN05238,2026-03-28,4008.05,10754.49,0,On Time
PAY044986,LN02169,2025-11-28,7403.77,7392.78,30,Missed
PAY022236,LN02136,2024-10-04,12087.24,2670.61,30,Missed
PAY020923,LN02552,2026-04-12,6907.56,5202.9,10,Late
PAY024839,LN00144,2026-01-31,1950.06,2085.13,0,On Time
PAY041092,LN03853,2025-10-16,6950.32,2186.68,0,On Time
PAY042686,LN05318,2026-06-28,2142.19,9212.94,0,On Time
PAY044308,LN05390,2025-06-05,13593.19,6105.97,30,Missed
PAY006824,LN02502,2025-11-02,1062.38,18470.11,3,Late
PAY024644,LN02199,2025-09-13,8510.39,10194.39,10,Late
PAY011875,LN02590,2026-07-10,12796.36,8740.94,0,On Time
PAY027647,LN01696,2026-01-21,9026.8,10052.68,0,On Time
PAY027340,LN01231,2025-01-08,19941.21,4415.63,30,Missed
PAY003963,LN00514,2024-09-15,2333.82,7441.8,10,Late
PAY003767,LN02095,2026-01-07,9174.67,4571.77,0,On Time
PAY022205,LN00584,2025-12-29,1314.41,3778.12,0,On Time
PAY009920,LN02060,2025-09-11,8092.5,4992.26,0,On Time
PAY002944,LN03796,2024-12-14,7491.81,5888.52,0,On Time
PAY022588,LN05161,2025-12-20,9832.31,6123.94,3,Late
PAY044678,LN05581,2025-06-04,15424.12,,3,Late
PAY007249,LN03914,2026-06-11,7668.31,9474.94,3,Late
PAY014581,LN01415,2026-03-03,8235.49,8715.66,0,On Time
PAY031632,LN05876,2026-01-27,12539.1,16893.74,0,On Time
PAY009907,LN05860,2025-12-10,2657.0,13346.87,0,On Time
PAY002849,LN04460,2025-06-20,18535.28,16308.24,0,On Time
PAY031905,LN04159,2025-07-06,16489.82,8451.88,0,On Time
PAY018952,LN05609,2025-06-12,11767.29,8614.86,0,On Time
PAY022592,LN05854,2026-03-19,4060.23,6683.72,0,On Time
PAY012483,LN99999,2025-08-31,8968.05,1579.63,0,On Time
PAY038809,LN05735,2025-10-03,1228.1,15118.85,3,Late
PAY010512,LN04619,2025-11-29,17904.38,15145.32,30,Missed
PAY021471,LN05550,2024-10-21,15431.1,7223.96,30,Missed
PAY021382,LN04043,2024-09-17,13768.36,5570.24,0,On Time
PAY012064,LN02562,2024-10-05,3120.58,3968.6,3,Late
PAY017889,LN03863,2024-11-18,11813.05,16997.64,0,On Time
PAY003193,LN01427,2026-09-01,18546.67,16932.4,0,On Time
PAY006902,LN00449,2025-04-01,13329.19,15712.76,0,On Time
PAY040812,LN00620,2025-05-13,15625.54,18871.62,0,On Time
PAY039948,LN05065,2024-12-23,4470.84,15400.79,10,Late
PAY034729,LN99999,2025-01-15,8740.39,5461.83,3,Late
PAY027047,LN02068,2026-09-03,10227.28,3013.28,3,Late
PAY039064,LN05074,2024-12-05,2324.87,17645.76,0,On Time
PAY006407,LN03026,2026-03-24,1447.14,19469.7,30,Missed
PAY008263,LN02822,2025-01-04,14400.61,16385.17,0,On Time
PAY043554,LN02545,2024-12-22,11791.65,,-10,Late
PAY004948,LN03584,2026-04-29,14942.78,13861.37,3,Late
PAY045911,LN02924,2025-04-26,1738.44,4521.83,0,On Time
PAY041336,LN01572,2025-10-09,14908.7,14606.43,10,Late
PAY020144,LN01598,2025-12-12,8106.76,2996.64,30,Missed
PAY008525,LN05772,2025-06-19,19070.59,,0,On Time
PAY034629,LN04099,2025-01-23,7472.59,17525.66,10,Late
PAY010263,LN00862,2025-04-24,6718.96,17487.91,0,On Time
PAY033445,LN03205,2025-05-05,11161.65,18885.5,10,Late
PAY032477,LN04041,2026-08-06,7077.03,4832.66,3,Late
PAY030048,LN05170,2026-06-21,7351.68,10930.39,30,Missed
PAY039582,LN03956,2025-09-24,10652.45,13393.86,3,Late
PAY035573,LN00440,2025-10-31,4874.46,12169.36,30,Missed
PAY007867,LN05388,2025-05-10,5308.07,10454.33,30,Missed
PAY009929,LN01566,2025-07-29,17112.57,8114.63,0,On Time
PAY015443,LN04483,2026-07-05,15957.8,8940.22,10,Late
PAY016966,LN99999,2024-12-18,6548.8,16410.74,0,On Time
PAY042349,LN03354,2024-09-28,15806.41,3175.72,3,Late
PAY015801,LN04223,2025-09-13,7279.89,18261.55,0,On Time
PAY038219,LN04014,2025-11-28,7798.48,17261.36,0,On Time
PAY011980,LN03830,2026-08-05,14679.01,1468.65,0,On Time
PAY027669,LN01066,2024-10-28,15745.14,16006.42,0,On Time
PAY041859,LN03589,2026-01-17,14809.69,19649.69,10,Late
PAY008967,LN03575,2026-07-22,18143.12,19747.89,0,On Time
PAY025268,LN04084,2026-05-27,10702.71,6284.5,0,On Time
PAY007485,LN05389,2025-12-15,5774.87,6981.71,0,On Time
PAY033164,LN00140,2026-01-11,3879.75,16676.9,0,On Time
PAY010064,LN05576,2024-10-18,11534.31,17165.45,0,On Time
PAY030652,LN05621,2024-11-17,18358.8,14954.16,30,Missed
PAY030833,LN02702,2025-08-25,6626.86,12186.96,0,On Time
PAY010640,LN05490,2026-05-26,12114.4,4758.6,3,Late
PAY010949,LN04335,2025-01-13,4056.95,9445.65,30,Missed
PAY001061,LN00157,2025-05-31,19758.3,19442.97,0,On Time
PAY034808,LN03868,2025-02-28,13608.33,16792.08,30,Missed
PAY032986,LN00248,2025-01-04,5963.31,17698.53,3,Late
PAY044671,LN02559,2026-03-03,5282.32,3227.88,0,On Time
PAY010059,LN01718,2026-01-09,6711.05,16453.91,0,On Time
PAY043230,LN03525,2025-01-29,4708.92,10617.13,3,Late
PAY006817,LN02078,2026-06-21,16157.3,14542.66,3,Late
PAY010540,LN01164,2024-12-20,2001.13,19625.26,0,On Time
PAY020290,LN04656,2024-10-04,17944.32,6016.37,0,On Time
PAY003271,LN04608,2026-08-23,12483.42,12267.33,0,On Time
PAY006332,LN02957,2025-06-30,15973.15,3745.74,30,Missed
PAY015585,LN02432,2026-06-04,18461.26,9095.38,0,On Time
PAY031470,LN01669,2026-07-24,14456.53,9259.13,3,Late
PAY005998,LN02701,2025-11-26,14421.78,14372.52,30,Missed
PAY019688,LN04290,2026-02-08,6602.9,19341.96,0,On Time
PAY006562,LN00848,2024-11-05,12691.88,19028.3,30,Missed
PAY001125,LN02568,2026-03-06,12436.98,13563.23,0,On Time
PAY009389,LN00433,2025-10-23,18000.08,3989.52,10,Late
PAY018039,LN03021,2026-03-17,3846.44,5308.72,0,On Time
PAY043964,LN03274,2026-08-14,10705.49,17587.63,3,Late
PAY040433,LN00472,2026-07-09,11956.81,8594.87,10,Late
PAY011590,LN01008,2024-12-12,7969.27,17750.68,0,On Time
PAY031831,LN03330,2025-11-02,14261.84,11641.93,10,Late
PAY033800,LN05950,2025-02-26,2097.25,5823.79,0,On Time
PAY041860,LN04117,2025-01-27,5411.08,1955.31,10,Late
PAY039923,LN01340,2025-05-09,18170.53,9709.37,10,Late
PAY005425,LN02216,2025-12-05,2318.07,4038.22,0,On Time
PAY018299,LN01206,2025-08-02,4451.62,16565.39,30,Missed
PAY015809,LN02715,2025-01-06,7317.44,13995.73,0,On Time
PAY037334,LN04059,2026-06-02,14883.29,8758.95,10,Late
PAY034703,LN02813,2024-10-27,11379.01,16017.62,0,On Time
PAY009166,LN05484,2026-01-10,18571.52,13352.94,3,Late
PAY010157,LN00067,2025-09-11,9852.2,8212.77,10,Late
PAY012189,LN05638,2026-05-16,15513.77,11595.71,3,Late
PAY010704,LN05860,2026-01-11,2501.65,14122.28,0,On Time
PAY017484,LN02912,2025-02-27,7909.18,12735.47,0,On Time
PAY001286,LN05240,2024-11-05,14255.01,3031.01,0,On Time
PAY022412,LN01021,2024-10-23,11759.95,15033.01,0,On Time
PAY011521,LN03968,2024-12-22,13279.14,1117.09,0,On Time
PAY001550,LN03869,2026-06-07,9848.91,4183.2,0,On Time
PAY032274,LN05082,2025-01-30,19007.34,15311.29,0,On Time
PAY004073,LN03831,2026-08-07,19536.78,9653.28,10,Late
PAY044894,LN02739,2025-12-20,19730.09,18089.55,3,Late
PAY006900,LN05128,2025-04-12,11677.77,16305.54,0,On Time
PAY019220,LN00622,2025-11-25,12936.03,3083.68,0,On Time
PAY030880,LN02581,2025-09-27,14810.07,,30,Missed
PAY015918,LN05029,2026-04-24,15534.21,19588.93,0,On Time
PAY016938,LN01575,2026-02-20,8090.57,11348.22,0,On Time
PAY033943,LN02356,2025-02-08,17595.97,18470.11,10,Late
PAY025954,LN04520,2024-10-30,17425.77,5119.45,0,On Time
PAY027988,LN05824,2026-05-05,10527.78,14563.78,0,On Time
PAY042104,LN05776,2026-04-05,15007.3,10654.63,0,On Time
PAY031525,LN05170,2026-06-18,1704.5,11374.62,10,Late
PAY007980,LN01563,2025-03-21,6405.57,12774.65,10,Late
PAY040101,LN04071,2026-02-03,17916.09,18898.28,0,On Time
PAY001147,LN00852,2024-09-21,15597.37,19781.58,30,Missed
PAY004376,LN01858,2025-12-02,2220.05,17123.53,10,Late
PAY014215,LN02361,2025-05-21,1338.54,2003.07,0,On Time
PAY034397,LN03820,2026-01-19,11141.52,7941.84,10,Late
PAY016715,LN01189,2025-06-15,14749.25,8071.82,3,Late
PAY025965,LN02465,2026-01-14,13479.0,19100.27,0,On Time
PAY019035,LN01416,2026-02-02,9246.56,16607.87,30,Missed
PAY001940,LN02636,2025-12-09,5877.68,9637.51,0,On Time
PAY028747,LN00747,2024-10-04,6425.0,3593.74,0,On Time
PAY029882,LN04677,2025-03-20,13133.42,17745.63,10,Late
PAY037606,LN04750,2025-10-20,17099.71,8275.55,0,On Time
PAY004199,LN00620,2025-07-06,1892.23,4456.59,3,Late
PAY001357,LN00652,2025-03-21,5156.39,6617.43,30,Missed
PAY002106,LN01885,2026-02-14,19871.81,18509.22,0,On Time
PAY026554,LN01005,2025-01-06,5205.26,11743.42,10,Late
PAY035672,LN04976,2026-06-11,13962.18,7826.73,0,On Time
PAY031490,LN01681,2026-04-22,18737.2,14000.24,0,On Time
PAY012729,LN04476,2025-08-12,6815.22,5779.04,0,On Time
PAY007806,LN03675,2025-03-31,4851.48,2918.85,0,On Time
PAY026804,LN01170,2025-07-31,5447.53,8926.6,3,Late
PAY035370,LN00681,2025-02-01,4022.69,18695.91,30,Missed
PAY026864,LN04301,2025-04-08,3095.83,14594.02,0,On Time
PAY031253,LN00457,2026-02-27,16984.78,13463.7,3,Late
PAY030531,LN00006,2025-01-30,6599.11,1871.33,0,On Time
PAY026569,LN02346,2026-04-25,5824.5,6076.73,30,Missed
PAY031012,LN05773,2025-04-23,17426.47,12746.16,10,Late
PAY039279,LN02102,2026-06-12,10314.4,4265.45,10,Late
PAY005046,LN00310,2024-09-30,15965.26,10255.65,30,Missed
PAY000485,LN00961,2025-10-05,17585.34,5519.43,0,On Time
PAY043023,LN00709,2026-08-28,17270.67,14718.02,3,Late
PAY009594,LN00985,2026-02-15,4430.18,15782.17,0,On Time
PAY043379,LN00415,2026-06-07,7609.64,1760.2,0,On Time
PAY021744,LN02264,2025-12-07,5807.1,9371.06,3,Late
PAY040703,LN03484,2025-01-20,3009.94,4905.75,10,Late
PAY011011,LN05786,2025-09-19,12271.08,18234.16,10,Late
PAY023862,LN04411,2026-05-27,18536.49,15296.52,10,Late
PAY007565,LN03953,2024-11-12,18380.99,9561.89,0,On Time
PAY005188,LN05294,2025-09-25,19709.28,5770.2,3,Late
PAY013441,LN04040,2026-08-02,7954.14,3441.25,0,On Time
PAY023989,LN04391,2026-02-20,15924.49,14455.65,0,On Time
PAY029382,LN03223,2024-10-27,9265.71,15496.4,10,Late
PAY013826,LN05290,2025-08-09,7259.92,4195.86,30,Missed
PAY007788,LN02655,2025-03-27,4866.65,3184.24,3,Late
PAY021168,LN02887,2026-03-30,2345.29,4180.28,3,Late
PAY022233,LN00038,2026-04-02,17034.75,11451.48,0,On Time
PAY014797,LN05511,2025-05-15,5295.49,17808.33,0,On Time
PAY043467,LN01866,2025-05-23,16867.41,17519.42,0,On Time
PAY038175,LN00825,2024-12-25,9893.25,17762.5,0,On Time
PAY007921,LN04063,2025-11-08,12891.94,7126.62,30,Missed
PAY003916,LN03169,2025-09-30,14003.9,4037.62,0,On Time
PAY040333,LN02743,2025-02-23,2271.86,9517.9,0,On Time
PAY036816,LN02450,2025-11-15,9647.74,,3,Late
PAY029992,LN04598,2024-10-15,11197.88,15805.94,0,On Time
PAY027640,LN04497,2026-04-04,4804.65,16007.19,10,Late
PAY027430,LN00641,2024-10-12,11065.7,11901.42,0,On Time
PAY006471,LN01070,2025-01-15,10168.87,19824.44,0,On Time
PAY006163,LN02786,2025-03-29,11084.52,13351.21,3,Late
PAY036187,LN02352,2025-06-30,9346.03,5481.43,30,Missed
PAY035865,LN03038,2024-09-24,4219.43,10172.73,0,On Time
PAY045144,LN03888,2025-04-05,12879.84,9428.76,0,On Time
PAY010361,LN01250,2025-03-02,15022.12,12929.65,0,On Time
PAY026516,LN02403,2026-02-22,3080.79,12414.29,10,Late
PAY043070,LN03152,2026-01-19,9840.14,8298.02,0,On Time
PAY017206,LN01397,2026-02-08,12104.61,9081.44,10,Late
PAY019698,LN03115,2025-04-25,4986.56,11548.24,10,Late
PAY018732,LN01833,2024-12-24,15616.75,13053.99,30,Missed
PAY035254,LN01547,2026-04-30,18518.46,5840.37,0,On Time
PAY015689,LN02029,2025-03-29,13041.4,4782.86,10,Late
PAY045881,LN01040,2026-04-11,18052.08,,0,On Time
PAY035591,LN02686,2025-11-26,15241.76,,30,Missed
PAY042512,LN04592,2024-12-03,9311.32,1896.81,10,Late
PAY019653,LN02180,2025-10-14,13028.74,7874.11,0,On Time
PAY011452,LN02547,2025-01-29,13162.56,13453.97,3,Late
PAY011822,LN00688,2025-04-01,4294.69,10785.11,0,On Time
PAY041357,LN01402,2025-08-27,15066.23,9613.93,30,Missed
PAY005839,LN01058,2025-11-22,7720.49,18796.05,0,On Time
PAY021423,LN03161,2025-02-15,15244.32,11062.63,30,Missed
PAY019923,LN05408,2025-09-29,4133.89,16604.28,0,On Time
PAY041465,LN05573,2025-05-07,8648.34,17982.07,30,Missed
PAY009848,LN00807,2026-01-15,2402.86,17338.82,3,Late
PAY035446,LN01645,2025-04-19,4832.49,13148.39,0,On Time
PAY028524,LN00252,2025-11-27,7168.49,17782.28,0,On Time
PAY031494,LN02980,2026-09-03,18901.27,3721.78,30,Missed
PAY028527,LN05849,2024-12-11,3405.62,15863.12,30,Missed
PAY033907,LN04046,2025-08-01,8553.27,11963.41,0,On Time
PAY031006,LN03343,2026-05-01,2840.99,18524.11,30,Missed
PAY024677,LN04414,2025-09-04,12915.95,9571.36,0,On Time
PAY023054,LN01768,2024-10-08,1034.1,5350.7,30,Missed
PAY044341,LN01994,2026-04-30,1088.29,10045.65,0,On Time
PAY020575,LN01241,2025-11-29,3423.14,9684.86,0,On Time
PAY001739,LN03457,2025-05-05,18153.93,11753.99,0,On Time
PAY011538,LN05234,2026-04-02,6334.26,3259.98,30,Missed
PAY041447,LN05399,2026-02-14,8601.82,1733.09,0,On Time
PAY027110,LN04301,2026-04-24,3459.19,19694.46,0,On Time
PAY004533,LN00319,2026-01-14,10524.36,3362.36,0,On Time
PAY041486,LN00574,2025-10-29,19086.87,11896.22,0,On Time
PAY013984,LN02729,2025-06-26,18076.24,17379.84,3,Late
PAY002982,LN04930,2026-08-04,13877.3,10737.9,0,On Time
PAY018316,LN04030,2025-12-01,2372.8,3903.33,0,On Time
PAY002045,LN05813,2024-11-17,2207.53,8491.92,10,Late
PAY036221,LN03335,2024-10-31,15201.94,10081.16,30,Missed
PAY012130,LN05358,2025-07-25,1725.02,4870.23,0,On Time
PAY028696,LN05750,2025-05-26,10243.39,19126.65,0,On Time
PAY021546,LN03302,2024-12-03,1480.7,7000.78,30,Missed
PAY019263,LN03132,2026-04-07,9890.49,19762.9,0,On Time
PAY029101,LN05053,2025-12-21,5361.25,10214.32,3,Late
PAY033126,LN04278,2026-08-13,10138.34,10601.4,30,Missed
PAY019739,LN05428,2025-02-22,7622.85,2354.21,30,Missed
PAY035334,LN01477,2025-11-12,10724.18,6028.73,3,Late
PAY009167,LN05909,2024-10-16,10674.04,3028.47,30,Missed
PAY007181,LN00206,2025-03-21,14381.58,9473.62,3,Late
PAY034986,LN01167,2025-02-20,17840.73,1589.44,3,Late
PAY008606,LN03852,2025-01-08,12486.62,16889.42,0,On Time
PAY033902,LN02336,2025-01-11,1809.04,8165.57,0,On Time
PAY036450,LN02277,2024-09-09,13854.83,1124.59,10,Late
PAY014168,LN02939,2024-10-09,17705.01,5725.38,0,On Time
PAY030881,LN00261,2025-11-16,10149.79,5934.93,10,Late
PAY035854,LN01873,2025-08-26,16675.23,2073.7,0,On Time
PAY038715,LN03526,2025-12-24,6148.98,10648.56,10,Late
PAY034651,LN03934,2025-10-05,6603.57,12657.09,0,On Time
PAY027448,LN04134,2025-08-01,12567.66,18610.23,0,On Time
PAY003979,LN00733,2024-09-13,1687.58,16110.55,30,Missed
PAY004152,LN00245,2026-03-15,15507.73,15512.19,0,On Time
PAY035345,LN04622,2025-05-03,3675.63,16624.6,0,On Time
PAY032346,LN05228,2025-09-03,2644.9,15630.3,0,On Time
PAY036698,LN02016,2026-09-06,3399.32,18710.13,10,Late
PAY031818,LN03239,2024-10-08,10751.95,1754.32,0,On Time
PAY022759,LN02428,2025-03-01,14927.62,10264.07,0,On Time
PAY043331,LN00944,2025-12-18,12973.26,18056.27,10,Late
PAY034382,LN02320,2026-04-21,7716.97,17551.04,0,On Time
PAY022983,LN02238,2025-03-29,5247.8,4718.37,3,Late
PAY001862,LN00051,2025-12-30,1232.35,8348.85,0,On Time
PAY042949,LN01237,2025-05-19,10983.21,8201.77,3,Late
PAY014651,LN99999,2025-02-21,18504.01,11194.15,0,On Time
PAY044651,LN04063,2025-10-10,5559.46,4195.06,0,On Time
PAY036573,LN03450,2026-03-01,18646.04,12623.5,0,On Time
PAY017798,LN00441,2025-04-27,18237.26,1424.33,0,On Time
PAY027024,LN01099,2026-02-24,7979.18,11350.18,10,Late
PAY036249,LN03532,2024-12-28,2373.18,18835.23,0,On Time
PAY000203,LN01145,2025-04-23,9992.52,15173.28,3,Late
PAY000038,LN05289,2024-09-13,14990.42,15771.38,3,Late
PAY033747,LN03343,2024-09-29,12244.07,1049.5,30,Missed
PAY021609,LN01681,2026-01-16,13269.34,7493.33,30,Missed
PAY033573,LN01212,2025-06-06,14777.62,1362.65,0,On Time
PAY036761,LN04601,2024-09-16,5655.81,14547.97,0,On Time
PAY014969,LN04109,2024-12-31,12949.5,4321.42,3,Late
PAY020246,LN05844,2025-06-05,12801.52,9979.05,0,On Time
PAY015472,LN02829,2026-05-25,13819.4,16801.93,0,On Time
PAY037494,LN05842,2025-03-04,2623.7,5352.84,0,On Time
PAY007043,LN00310,2025-01-05,11756.17,1449.1,3,Late
PAY020842,LN00973,2025-06-20,12135.41,5469.68,10,Late
PAY002078,LN01399,2025-06-08,13238.65,7431.98,0,On Time
PAY005793,LN00261,2025-02-19,1967.98,12474.12,30,Missed
PAY020131,LN05236,2025-05-03,18810.88,9581.79,0,On Time
PAY024624,LN05848,2025-04-30,1236.35,6518.29,3,Late
PAY006120,LN04983,2026-05-10,12994.02,9024.21,0,On Time
PAY034366,LN01667,2025-03-28,19852.52,6138.12,30,Missed
PAY026832,LN02266,2026-05-17,15341.36,16271.79,3,Late
PAY006095,LN01386,2024-12-25,19180.16,19826.08,0,On Time
PAY031781,LN01432,2026-05-02,1954.94,15392.6,0,On Time
PAY006233,LN01314,2025-08-07,1449.29,7230.54,3,Late
PAY006946,LN03357,2025-10-30,6344.31,1213.02,0,On Time
PAY026891,LN01301,2025-04-19,12398.95,11222.89,0,On Time
PAY040846,LN05207,2025-10-17,13842.94,5695.1,30,Missed
PAY003654,LN04379,2026-07-15,19105.52,11826.99,0,On Time
PAY019139,LN00175,2024-09-21,12588.71,1483.52,0,On Time
PAY042047,LN05878,2026-03-10,15266.34,15243.72,10,Late
PAY011600,LN01549,2025-12-03,7631.61,4944.96,0,On Time
PAY001441,LN01521,2026-08-29,18041.53,3854.35,0,On Time
