transaction_id,account_id,transaction_date,transaction_type,amount,channel
TXN049762,ACC01599,2025-03-04,Deposit,22123.99,ATM
TXN122185,ACC00082,2025-01-27,Withdrawal,1237.31,Branch
TXN007894,ACC04634,2025-10-03,Transfer,27186.9,Mobile
TXN122254,ACC00621,2026-09-07,Withdrawal,30718.87,Branch
TXN076920,ACC09911,2025-03-30,Payment,2676.66,Online
TXN102325,ACC04233,2024-12-21,Payment,21455.18,ATM
TXN030814,ACC08564,2025-06-04,Transfer,3527.28,ATM
TXN043047,ACC11153,2026-04-22,Withdrawal,39033.59,Mobile
TXN012492,ACC01871,2026-02-01,Deposit,30591.09,ATM
TXN139011,ACC02363,2025-11-04,Transfer,46309.38,ATM
TXN113037,ACC00784,2025-01-28,Withdrawal,1518.37,ATM
TXN139050,ACC04680,2026-03-15,Deposit,33727.64,Mobile
TXN054974,ACC07395,2026-01-04,Deposit,-33788.8,Branch
TXN044735,ACC01809,2026-07-13,Payment,28962.09,ATM
TXN061288,ACC07129,2026-08-17,Withdrawal,49313.0,Branch
TXN097969,ACC09418,2026-07-08,Payment,16232.21,ATM
TXN033186,ACC03496,2025-05-17,Transfer,36966.47,Branch
TXN028472,ACC08780,2025-03-31,Payment,33164.16,Mobile
TXN045664,ACC01613,2024-10-31,Transfer,24149.15,ATM
TXN121773,ACC05301,2026-08-26,Payment,31771.4,Mobile
TXN126563,ACC03428,2025-07-26,Payment,24724.05,Mobile
TXN106432,ACC02681,2026-06-24,Payment,23708.64,Branch
TXN037848,ACC11826,2026-06-08,Withdrawal,781.61,Branch
TXN029488,ACC01865,2025-11-25,Withdrawal,19363.77,ATM
TXN131992,ACC01840,2025-09-09,Payment,1836.76,Online
TXN035745,ACC11437,2025-07-04,Deposit,26366.54,Mobile
TXN131617,ACC01883,2026-07-24,Payment,12286.16,ATM
TXN011117,ACC08055,2025-12-24,Transfer,45964.19,Mobile
TXN050786,ACC04948,2025-09-06,Deposit,31788.22,Mobile
TXN091472,ACC05301,2024-11-14,Deposit,39774.75,ATM
TXN065229,ACC03565,2025-02-15,Withdrawal,8468.17,Mobile
TXN030776,ACC02790,2025-05-05,Deposit,42757.5,Mobile
TXN013622,ACC04912,2026-06-21,Deposit,26073.97,Online
TXN103453,ACC04988,2026-01-01,Deposit,3022.29,Online
TXN139003,ACC06286,2025-08-12,Withdrawal,48680.51,Branch
TXN036164,ACC11232,2026-05-20,Transfer,16974.01,Online
TXN046889,ACC01544,2024-10-18,Deposit,32348.3,Online
TXN049471,ACC08152,2024-09-29,Payment,39857.84,Online
TXN109369,ACC04115,2025-07-01,Deposit,22164.95,ATM
TXN097850,ACC01616,2026-07-13,Payment,2681.64,ATM
TXN112967,ACC03863,2025-07-07,Deposit,9841.71,ATM
TXN021064,ACC07976,2025-06-08,Deposit,36020.08,ATM
TXN067673,ACC04122,2025-01-07,Deposit,42448.09,Online
TXN074104,ACC11601,2024-12-21,Payment,14265.62,Online
TXN129194,ACC10694,2025-04-02,Transfer,12792.73,ATM
TXN061368,ACC11497,2025-06-14,Withdrawal,12466.77,ATM
TXN104108,ACC11874,2026-01-23,,884.51,Mobile
TXN087599,ACC05321,2026-09-01,Deposit,17292.05,Mobile
TXN057320,ACC08195,2025-06-01,Transfer,28214.66,Mobile
TXN050804,ACC04841,2025-10-14,Transfer,28379.59,Mobile
TXN019729,ACC07954,2026-07-11,Transfer,15810.48,ATM
TXN054848,ACC08576,2024-09-22,Payment,15829.39,Mobile
TXN006806,ACC08941,2026-02-10,Withdrawal,42870.82,Branch
TXN122063,ACC01100,2024-10-30,Withdrawal,44270.91,Online
TXN000648,ACC03028,2026-02-02,Transfer,12909.61,ATM
TXN091293,ACC08007,2025-08-06,Transfer,25385.76,ATM
TXN057163,ACC06569,2025-03-23,Withdrawal,18577.42,Mobile
TXN020618,ACC07168,2025-10-20,Withdrawal,45718.37,Mobile
TXN048768,ACC07615,2024-11-05,Withdrawal,19383.06,Mobile
TXN013618,ACC05208,2025-12-19,Transfer,26563.82,Branch
TXN132199,ACC06215,2024-09-19,Deposit,40482.68,Online
TXN044990,ACC06471,2025-09-07,Withdrawal,1111.97,Branch
TXN124466,ACC04685,2025-10-22,Payment,12112.27,Branch
TXN107093,ACC08126,2026-09-05,Withdrawal,20687.58,Online
TXN025437,ACC06694,2025-06-15,Deposit,32835.04,Branch
TXN032581,ACC11037,2026-07-21,Deposit,38270.35,ATM
TXN084401,ACC08917,2025-09-12,Withdrawal,-5344.56,ATM
TXN061148,ACC11840,2026-05-09,Deposit,17022.11,Branch
TXN021307,ACC09102,2025-03-15,Deposit,27092.2,Mobile
TXN133140,ACC03219,2025-06-10,Transfer,20355.99,Branch
TXN035300,ACC03842,2026-05-12,Deposit,11513.03,ATM
TXN057855,ACC06264,2025-05-21,Transfer,15977.0,Mobile
TXN120837,ACC07469,2025-03-06,Deposit,41632.99,Online
TXN072931,ACC07256,2025-08-31,Withdrawal,31811.08,Online
TXN098260,ACC03215,2025-05-22,Deposit,22597.4,Online
TXN097433,ACC01185,2026-05-16,Payment,10665.82,Mobile
TXN013087,ACC11859,2026-05-08,Transfer,47200.5,Online
TXN019927,ACC11841,2026-04-23,Withdrawal,44801.03,Mobile
TXN137184,ACC06545,2026-06-21,Deposit,11953.36,ATM
TXN067080,ACC00367,2025-08-05,Transfer,49067.74,Branch
TXN110098,ACC11298,2025-11-17,Transfer,1364.41,Branch
TXN128561,ACC07279,2025-06-22,Deposit,16036.22,Branch
TXN082351,ACC11575,2025-11-14,Payment,5963.47,ATM
TXN036160,ACC00994,2025-09-27,Payment,14011.7,Online
TXN091712,ACC05153,2026-02-15,Payment,5070.05,Branch
TXN068423,ACC00393,2025-10-27,Withdrawal,16703.17,ATM
TXN100625,ACC05929,2026-03-11,Payment,48915.55,ATM
TXN037999,ACC02159,2026-07-19,Transfer,17158.18,ATM
TXN132614,ACC05440,2025-12-08,Withdrawal,1778.79,Branch
TXN095750,ACC08473,2026-02-14,Deposit,32253.53,ATM
TXN090460,ACC05562,2026-05-27,Payment,45239.16,Online
TXN007333,ACC07346,2025-06-21,Deposit,48035.9,ATM
TXN016709,ACC11186,2024-12-20,Transfer,1447.01,Mobile
TXN124606,ACC07724,2025-08-03,Withdrawal,35511.5,ATM
TXN031572,ACC07695,2024-10-13,Deposit,30020.49,ATM
TXN022877,ACC02742,2026-08-04,Transfer,4332.2,Mobile
TXN103381,ACC00932,2026-08-10,Transfer,42414.52,Online
TXN139533,ACC11201,2025-11-04,Withdrawal,32606.26,Online
TXN080780,ACC10123,2026-05-17,Withdrawal,4873.21,ATM
TXN086026,ACC03789,2026-04-05,Transfer,13888.93,Online
TXN071890,ACC05787,2025-09-21,Transfer,1570.03,Online
TXN033959,ACC07058,2026-06-03,Deposit,19114.01,Branch
TXN077850,ACC03556,2026-04-17,Transfer,43587.91,Branch
TXN082948,ACC08175,2025-08-24,Withdrawal,-20523.29,Online
TXN084865,ACC05870,2025-05-27,Withdrawal,43884.03,Branch
TXN060094,ACC03502,2025-02-03,Deposit,684.85,ATM
TXN063164,ACC11427,2026-02-11,Withdrawal,47932.44,Online
TXN139007,ACC07880,2025-11-22,Deposit,1108.19,Branch
TXN040732,ACC05557,2025-09-18,Withdrawal,40052.91,Branch
TXN070119,ACC11059,2025-05-27,Withdrawal,42180.32,Mobile
TXN066175,ACC09657,2026-08-26,Deposit,25261.74,Branch
TXN107052,ACC04648,2026-08-10,Withdrawal,18226.56,Online
TXN103981,ACC99999,2025-11-15,Deposit,31952.27,Branch
TXN115004,ACC04241,2025-03-30,Deposit,26100.69,Branch
TXN054966,ACC08304,2025-08-19,Deposit,11952.44,ATM
TXN115065,ACC11678,2026-07-29,Transfer,35584.65,Branch
TXN131885,ACC09246,2024-10-18,Payment,11051.25,Branch
TXN024082,ACC00838,2025-06-19,Payment,28958.34,Online
TXN110084,ACC03843,2025-09-01,Transfer,26518.77,Online
TXN093635,ACC00917,2025-01-30,Transfer,34055.72,Mobile
TXN001711,ACC03627,2026-08-11,Transfer,22384.74,ATM
TXN093316,ACC08230,2025-10-11,Withdrawal,42459.56,Mobile
TXN091247,ACC05145,2025-08-06,Transfer,17472.33,Branch
TXN063268,ACC01203,2026-06-30,Withdrawal,49728.77,Online
TXN043005,ACC01563,2025-08-13,Transfer,20163.8,Mobile
TXN135684,ACC08656,2025-08-08,Withdrawal,4597.7,Mobile
TXN048038,ACC09375,2025-08-06,,4781.51,ATM
TXN076052,ACC06332,2025-02-28,Payment,2268.18,Mobile
TXN090970,ACC05176,2024-11-22,Deposit,6146.73,Branch
TXN092705,ACC02848,2025-01-06,Transfer,25466.23,Mobile
TXN108531,ACC07964,2026-05-23,Deposit,49899.77,ATM
TXN072694,ACC03337,2026-06-15,Deposit,23411.31,ATM
TXN085839,ACC11634,2025-06-30,Withdrawal,12829.51,ATM
TXN004288,ACC00239,2025-12-11,Transfer,45487.11,ATM
TXN017995,ACC04029,2025-08-16,Payment,32539.27,Branch
TXN105141,ACC00644,2025-02-24,Payment,25115.66,Mobile
TXN062183,ACC06817,2025-03-25,Deposit,44405.08,Branch
TXN049764,ACC08237,2025-07-16,Deposit,19926.84,ATM
TXN025382,ACC04120,2025-09-28,Deposit,12598.73,Mobile
TXN078902,ACC01314,2026-08-12,Deposit,2218.32,Online
TXN054621,ACC03913,2025-03-13,Payment,49235.71,Branch
TXN024518,ACC10253,2024-12-04,Payment,2721.72,Branch
TXN132213,ACC06415,2026-04-16,Transfer,335.88,Online
TXN052444,ACC06493,2026-05-31,Deposit,26321.58,Mobile
TXN014156,ACC01221,2025-03-24,Transfer,15722.11,Branch
TXN097413,ACC06729,2025-06-13,Deposit,38232.08,Branch
TXN010507,ACC08489,2026-02-16,Transfer,27524.48,Branch
TXN037308,ACC04087,2026-03-01,Deposit,585.45,ATM
TXN072527,ACC06995,2025-01-28,Payment,18347.48,ATM
TXN060564,ACC04003,2026-06-02,Transfer,29154.28,Branch
TXN008467,ACC03865,2026-07-25,Deposit,35573.59,ATM
TXN119064,ACC04775,2024-12-01,Withdrawal,17667.93,Online
TXN093305,ACC10844,2025-12-04,Transfer,35438.19,ATM
TXN108463,ACC07023,2025-01-16,Payment,1594.65,Online
TXN047523,ACC09758,2025-08-16,Payment,37253.2,Online
TXN043532,ACC04457,2024-12-19,Withdrawal,8136.22,Mobile
TXN085708,ACC10225,2025-05-25,,22464.21,ATM
TXN046691,ACC08675,2024-09-11,Deposit,13112.15,ATM
TXN070976,ACC08036,2026-02-16,Transfer,4680.08,Online
TXN007209,ACC00993,2025-11-21,Deposit,44391.49,Branch
TXN022110,ACC08460,2026-05-11,Payment,19590.67,Mobile
TXN039306,ACC03895,2025-03-06,Transfer,14473.09,Mobile
TXN121244,ACC07866,2025-04-22,Deposit,31596.99,Mobile
TXN103302,ACC09524,2024-12-15,Deposit,7524.57,Online
TXN071955,ACC03336,2025-05-26,Deposit,36014.07,Online
TXN067350,ACC10419,2024-12-13,Deposit,32925.03,ATM
TXN035482,ACC11219,2025-11-25,Withdrawal,15474.53,Mobile
TXN032539,ACC10036,2025-10-25,Payment,1696.47,Branch
TXN127933,ACC03094,2026-06-12,Withdrawal,33356.87,Mobile
TXN005781,ACC01183,2026-08-08,Payment,19384.84,Branch
TXN002289,ACC01523,2025-03-25,Payment,10737.25,ATM
TXN120380,ACC01517,2025-04-15,Payment,13909.89,Branch
TXN092134,ACC08688,2025-10-08,Payment,40807.34,Mobile
TXN113900,ACC04940,2025-05-26,Withdrawal,6444.42,Mobile
TXN128318,ACC10317,2025-12-22,Transfer,-44068.87,Mobile
TXN015517,ACC10320,2025-12-15,Transfer,17526.13,Branch
TXN098248,ACC09346,2024-11-14,Deposit,31974.77,Online
TXN137977,ACC09894,2025-06-11,Deposit,905.8,Mobile
TXN103413,ACC08382,2026-04-27,Transfer,23387.71,Mobile
TXN132251,ACC08640,2025-11-22,Payment,9274.02,Mobile
TXN061682,ACC01549,2024-11-28,Withdrawal,33400.92,ATM
TXN051722,ACC02524,2025-07-25,Payment,41179.43,Branch
TXN080602,ACC01732,2025-10-25,Deposit,26266.49,ATM
TXN037390,ACC04282,2025-12-06,Withdrawal,15696.58,Branch
TXN139598,ACC02980,2025-05-17,Withdrawal,15088.82,Mobile
TXN127694,ACC09774,2025-06-13,Withdrawal,31525.06,Online
TXN078529,ACC07249,2025-06-21,Withdrawal,8979.2,Mobile
TXN102499,ACC01778,2025-09-12,Withdrawal,49577.91,Online
TXN012280,ACC02733,2025-07-29,Deposit,30994.33,ATM
TXN066778,ACC07931,2025-08-27,Payment,32015.18,Branch
TXN104386,ACC02810,2025-03-02,Withdrawal,39613.98,ATM
TXN022981,ACC03413,2024-11-17,Transfer,1939.05,Branch
TXN099452,ACC11570,2025-12-04,Payment,32610.65,ATM
TXN023181,ACC05074,2025-01-20,Payment,2743.8,ATM
TXN133531,ACC09498,2026-08-13,Payment,37117.47,Branch
TXN051047,ACC03124,2025-02-27,Deposit,24085.0,Mobile
TXN097246,ACC05314,2025-07-07,Deposit,7793.82,Mobile
TXN032112,ACC01712,2026-08-04,Payment,26687.28,Online
TXN033346,ACC03564,2025-12-10,Withdrawal,39913.93,Mobile
TXN071669,ACC05294,2026-03-08,Payment,9340.91,ATM
TXN122857,ACC06997,2026-01-17,Deposit,28624.17,ATM
TXN019460,ACC02714,2024-09-14,Transfer,7814.26,Mobile
TXN120858,ACC00707,2025-10-02,Deposit,36918.38,Branch
TXN067238,ACC09267,2024-11-27,Deposit,17035.42,Branch
TXN018059,ACC09540,2025-12-15,Transfer,3094.26,Mobile
TXN072989,ACC03714,2024-10-22,Payment,28164.23,Online
TXN109685,ACC00687,2025-06-15,Deposit,35223.66,Online
TXN126556,ACC07650,2025-06-07,Payment,3591.26,Mobile
TXN119350,ACC09685,2026-08-06,Withdrawal,10221.63,Online
TXN103084,ACC04313,2025-10-09,Withdrawal,13597.76,Mobile
TXN041068,ACC02512,2025-05-05,Transfer,48114.34,Branch
TXN085079,ACC08159,2026-05-21,Deposit,39129.3,Mobile
TXN137183,ACC09195,2024-11-16,Transfer,15154.15,Online
TXN064129,ACC10494,2024-11-07,Deposit,41703.3,Branch
TXN092407,ACC02833,2026-08-29,Deposit,46635.15,Branch
TXN042228,ACC02582,2025-05-25,Withdrawal,30996.47,Branch
TXN052206,ACC10814,2025-12-12,Deposit,28827.52,ATM
TXN077931,ACC00734,2024-09-20,Payment,25872.68,Mobile
TXN018924,ACC10903,2025-08-14,Payment,33471.35,ATM
TXN016916,ACC07721,2025-05-23,Transfer,-19830.43,Mobile
TXN062216,ACC06177,2025-01-20,Withdrawal,37263.28,Online
TXN019278,ACC04979,2025-07-01,Deposit,45438.98,Branch
TXN028139,ACC00988,2026-01-05,Deposit,2157.14,Mobile
TXN020488,ACC09727,2026-01-11,Transfer,41263.69,Online
TXN013860,ACC01305,2026-02-14,,40005.29,ATM
TXN099628,ACC08452,2026-07-13,Transfer,12150.34,ATM
TXN094585,ACC02124,2024-10-20,Withdrawal,38386.03,ATM
TXN008408,ACC07803,2026-05-13,Withdrawal,5427.75,Online
TXN012212,ACC08455,2025-06-28,Deposit,4091.15,ATM
TXN079154,ACC00855,2026-03-27,Payment,18986.36,ATM
TXN139106,ACC07750,2025-12-15,Deposit,9797.14,Online
TXN046613,ACC00457,2024-10-06,Transfer,36258.74,Online
TXN126680,ACC08912,2026-07-30,Deposit,21601.43,Branch
TXN106340,ACC11495,2026-04-07,Deposit,643.86,Online
TXN055540,ACC10897,2026-03-27,Transfer,18337.19,ATM
TXN025896,ACC01219,2026-09-03,Deposit,394.34,Online
TXN111993,ACC07822,2025-08-24,Payment,1472.41,ATM
TXN017120,ACC03294,2025-08-27,Payment,37140.24,ATM
TXN056422,ACC00699,2026-01-16,Transfer,7993.12,Branch
TXN016594,ACC10796,2026-08-04,Deposit,10289.6,Mobile
TXN000276,ACC11062,2026-03-28,Transfer,48535.19,Mobile
TXN066332,ACC03748,2025-01-15,Payment,30458.84,Online
TXN073610,ACC05673,2025-04-10,Payment,24265.49,Online
TXN061666,ACC04215,2026-02-06,Withdrawal,39987.83,ATM
TXN100688,ACC01306,2026-01-12,Transfer,10909.32,ATM
TXN096072,ACC03988,2026-03-10,,30796.53,Online
TXN080578,ACC02928,2026-04-02,Transfer,26758.98,Branch
TXN043092,ACC05546,2025-12-06,Payment,514.73,Branch
TXN062117,ACC09602,2026-04-02,Transfer,40856.57,Online
TXN123611,ACC09014,2026-03-23,Withdrawal,15994.63,ATM
TXN057933,ACC02636,2026-05-07,Payment,23783.42,ATM
TXN046663,ACC10242,2024-09-14,Transfer,38667.64,ATM
TXN035679,ACC04457,2024-12-12,Withdrawal,1437.46,ATM
TXN054732,ACC05751,2025-03-18,Deposit,26062.08,Branch
TXN039944,ACC02182,2026-02-17,Withdrawal,27636.48,ATM
TXN001639,ACC11732,2025-01-25,Payment,4703.6,Mobile
TXN129216,ACC03590,2024-10-23,Withdrawal,15746.62,Branch
TXN120717,ACC04111,2026-05-01,Transfer,37217.55,Online
TXN101374,ACC10495,2026-03-31,Withdrawal,12913.73,ATM
TXN041251,ACC02748,2026-02-22,,19908.0,Mobile
TXN067569,ACC09182,2025-11-07,Transfer,43290.67,Online
TXN137378,ACC08646,2025-06-17,Deposit,7156.71,Mobile
TXN030328,ACC07187,2024-11-13,Transfer,8743.7,ATM
TXN010387,ACC09614,2025-08-31,Transfer,15784.3,Online
TXN059053,ACC05345,2026-07-16,Withdrawal,42890.32,Branch
TXN130243,ACC00397,2025-11-13,Payment,40125.49,Mobile
TXN046068,ACC10018,2024-11-29,Payment,19422.12,Branch
TXN089966,ACC04322,2025-08-24,Payment,10871.09,Online
TXN027451,ACC06454,2025-11-06,Payment,25781.89,ATM
TXN015064,ACC03231,2025-02-11,,11334.71,ATM
TXN022380,ACC10557,2025-08-03,Payment,45227.69,Mobile
TXN134414,ACC09510,2026-05-07,Transfer,7975.1,Mobile
TXN049788,ACC01712,2026-06-27,Deposit,40773.18,ATM
TXN011304,ACC06765,2025-10-24,Deposit,20031.21,Mobile
TXN063861,ACC07637,2026-05-11,Transfer,32122.3,Branch
TXN112185,ACC03525,2026-02-02,Withdrawal,1554.35,Online
TXN092964,ACC07868,2025-12-31,Withdrawal,5434.2,Online
TXN061537,ACC00512,2025-01-12,Deposit,43223.05,Mobile
TXN024384,ACC04798,2024-11-18,Deposit,6102.9,Mobile
TXN077382,ACC09016,2026-01-29,Deposit,4057.72,ATM
TXN093672,ACC04556,2024-10-28,Withdrawal,47302.53,Branch
TXN052317,ACC09563,2026-07-05,Payment,13931.74,Mobile
TXN074721,ACC10720,2026-02-03,Transfer,12474.86,Mobile
TXN051802,ACC09586,2025-11-13,Withdrawal,32396.96,Branch
TXN049444,ACC10677,2026-08-20,Withdrawal,33384.0,ATM
TXN111458,ACC07946,2026-01-30,Payment,41869.26,ATM
TXN003497,ACC02755,2025-09-13,Transfer,26616.16,Branch
TXN019231,ACC04967,2024-12-28,Payment,24172.26,Online
TXN065434,ACC02680,2025-08-07,Payment,8512.97,Branch
TXN053910,ACC05626,2026-07-18,Deposit,32319.58,Branch
TXN007816,ACC10257,2025-11-12,Withdrawal,25726.0,Branch
TXN033278,ACC00317,2025-01-01,Transfer,48187.88,Branch
TXN082585,ACC08125,2025-05-02,Transfer,28009.0,Branch
TXN133922,ACC09444,2026-01-20,Deposit,4069.61,Online
TXN047059,ACC99999,2025-03-13,Withdrawal,41901.14,ATM
TXN073875,ACC06179,2025-06-06,Payment,42955.53,Mobile
TXN067310,ACC11121,2025-10-08,Deposit,21719.62,ATM
TXN063304,ACC06049,2026-02-11,Payment,41800.81,Branch
TXN052459,ACC04940,2026-02-11,Withdrawal,30661.77,Mobile
TXN030605,ACC10412,2025-11-10,Deposit,25775.79,Online
TXN004758,ACC04566,2026-02-20,Transfer,4501.44,ATM
TXN107168,ACC01829,2026-02-02,Withdrawal,26254.45,Branch
TXN013005,ACC03728,2025-08-07,Deposit,21640.47,Online
TXN054686,ACC04427,2026-03-10,Deposit,14503.3,ATM
TXN012316,ACC06238,2024-11-21,Deposit,41271.41,ATM
TXN032674,ACC01762,2024-11-23,Transfer,8185.31,Mobile
TXN054600,ACC06230,2025-01-14,Payment,18094.98,online
TXN119702,ACC03282,2026-03-29,Withdrawal,49672.7,Branch
TXN048955,ACC06827,2026-06-02,Payment,49091.65,ATM
TXN009043,ACC01208,2025-05-13,Withdrawal,47422.92,Mobile
TXN073669,ACC99999,2025-08-04,Withdrawal,5888.75,Online
TXN058837,ACC04727,2026-05-22,Payment,28130.36,Mobile
TXN124804,ACC09122,2024-10-01,Payment,15759.36,Branch
TXN019709,ACC09556,2025-05-18,Payment,22368.6,ATM
TXN078543,ACC07695,2026-04-11,Withdrawal,479.54,ATM
TXN117786,ACC03159,2025-10-27,Deposit,49852.15,Branch
TXN116927,ACC00843,2025-02-11,Payment,32467.11,ATM
TXN139350,ACC11062,2026-01-11,Transfer,31111.48,Mobile
TXN133043,ACC04695,2026-05-31,Transfer,28735.67,ATM
TXN051623,ACC11246,2025-03-28,Deposit,32433.27,Online
TXN031531,ACC04290,2025-12-24,Withdrawal,25826.28,Branch
TXN054249,ACC03657,2024-12-05,Withdrawal,42066.31,Branch
TXN078304,ACC11205,2025-07-20,Transfer,8376.57,ATM
TXN136897,ACC04701,2025-01-13,Withdrawal,47399.03,ATM
TXN069418,ACC01915,2025-04-18,Withdrawal,11796.98,Online
TXN057227,ACC04928,2025-05-05,Payment,22337.38,Online
TXN062007,ACC10517,2025-12-09,,16247.89,Online
TXN072843,ACC04385,2026-01-13,,19733.25,ATM
TXN049729,ACC01871,2026-04-01,Payment,30919.14,Mobile
TXN122079,ACC08644,2024-12-20,Transfer,-18521.19,Mobile
TXN096466,ACC10879,2025-10-18,Payment,48032.93,Online
TXN103952,ACC10463,2025-11-04,Withdrawal,384.92,Mobile
TXN024953,ACC09162,2025-09-11,Transfer,46467.06,Online
TXN023419,ACC07503,2025-10-23,Transfer,13836.31,Online
TXN111602,ACC03034,2024-12-12,Payment,49624.87,ATM
TXN068444,ACC04418,2026-02-27,Withdrawal,39546.11,Branch
TXN072108,ACC02966,2025-07-25,Deposit,4320.63,Online
TXN095516,ACC11482,2025-12-24,Withdrawal,21475.18,Online
TXN021034,ACC01932,2025-07-07,Payment,8345.15,Mobile
TXN101103,ACC05141,2025-07-08,Withdrawal,3487.87,ATM
TXN037296,ACC08455,2026-01-24,Transfer,4766.55,ATM
TXN097584,ACC05765,2024-12-20,Deposit,22186.29,Branch
TXN031742,ACC01325,2026-07-06,Transfer,32468.55,Mobile
TXN035739,ACC05856,2026-02-07,Withdrawal,2623.67,Mobile
TXN001245,ACC00920,2025-11-19,Withdrawal,14775.63,Online
TXN022961,ACC00171,2026-02-22,Deposit,8282.87,Mobile
TXN039402,ACC05360,2025-03-18,Withdrawal,21618.92,Online
TXN009009,ACC03994,2026-05-22,Deposit,1582.14,Mobile
TXN079130,ACC08970,2025-05-23,Transfer,39314.83,Online
TXN071936,ACC05528,2026-09-01,Payment,36528.07,Online
TXN073065,ACC01160,2025-04-05,Transfer,41131.74,Online
TXN119013,ACC05802,2025-07-16,Transfer,31374.14,ATM
TXN087043,ACC00671,2025-09-30,Deposit,49726.9,ATM
TXN022284,ACC06729,2026-08-02,Deposit,34826.75,Mobile
TXN110629,ACC08931,2024-12-05,Payment,42201.0,Mobile
TXN056743,ACC11995,2025-06-04,Deposit,44813.25,Branch
TXN079567,ACC10337,2024-09-23,Transfer,29501.65,Branch
TXN005810,ACC00893,2026-08-16,Payment,7055.85,Branch
TXN050660,ACC01020,2025-09-16,Withdrawal,47486.63,Mobile
TXN097723,ACC10001,2026-03-04,Payment,11804.64,Mobile
TXN034698,ACC00784,2025-09-01,Deposit,49907.02,Mobile
TXN063411,ACC04813,2026-05-10,Deposit,9120.33,Mobile
TXN009837,ACC00331,2026-01-21,Payment,25001.69,ATM
TXN122617,ACC05207,2024-09-18,Deposit,41472.94,Online
TXN112687,ACC05709,2024-10-05,Transfer,32575.55,ATM
TXN013830,ACC01004,2024-10-21,Deposit,18952.8,Online
TXN043314,ACC02759,2024-12-25,Withdrawal,45855.82,ATM
TXN043081,ACC07393,2025-06-02,Transfer,31487.44,Branch
TXN039977,ACC00000,2026-07-17,Deposit,5309.42,ATM
TXN074792,ACC01288,2025-03-04,Withdrawal,13680.37,Mobile
TXN124928,ACC04327,2026-07-08,Withdrawal,2311.05,ATM
TXN017206,ACC01387,2026-02-08,Deposit,9524.98,Mobile
TXN051832,ACC11441,2026-08-15,Withdrawal,38088.75,ATM
TXN138524,ACC02584,2025-12-21,Payment,19360.05,Mobile
TXN096650,ACC06836,2025-09-23,Withdrawal,30014.26,Online
TXN114624,ACC03438,2026-02-22,Deposit,16684.93,Mobile
TXN125342,ACC00830,2025-02-20,Deposit,5001.74,Mobile
TXN023850,ACC08269,2024-11-12,Transfer,47485.94,ATM
TXN061252,ACC10069,2026-01-09,Withdrawal,24419.8,Online
TXN044309,ACC10116,2026-04-04,Withdrawal,43114.74,Mobile
TXN097281,ACC02293,2024-11-15,Payment,44474.55,Online
TXN117100,ACC10717,2025-01-05,Deposit,21636.39,Branch
TXN028312,ACC05121,2024-12-30,Withdrawal,14357.66,Online
TXN108137,ACC04088,2025-04-23,Withdrawal,16837.04,Online
TXN061344,ACC01326,2026-07-28,Payment,15220.64,Branch
TXN083910,ACC06479,2025-01-11,Payment,15641.0,ATM
TXN028990,ACC99999,2025-11-15,Payment,14210.75,Online
TXN029224,ACC05972,2025-02-13,Deposit,40055.66,Branch
TXN000162,ACC08713,2025-12-05,Transfer,19442.37,Online
TXN056397,ACC04077,2025-12-10,Payment,44330.46,ATM
TXN047124,ACC03458,2026-05-22,Deposit,15072.79,Branch
TXN010318,ACC08743,2024-11-27,Transfer,10078.44,ATM
TXN105452,ACC10191,2024-11-20,Payment,17057.76,ATM
TXN132421,ACC02393,2025-10-07,Payment,9656.46,Mobile
TXN091492,ACC05749,2025-06-06,Payment,25083.92,Online
TXN011579,ACC01424,2026-08-27,Deposit,12667.75,ATM
TXN111820,ACC00070,2025-09-07,Deposit,32197.79,Online
TXN010084,ACC03000,2025-04-09,Transfer,49322.71,ATM
TXN032329,ACC00136,2026-05-01,Withdrawal,37609.87,ATM
TXN109371,ACC01446,2026-03-03,Withdrawal,34852.85,Online
TXN061842,ACC09848,2024-12-16,Deposit,24159.02,Online
TXN126348,ACC00731,2026-03-26,Deposit,40627.79,ATM
TXN122819,ACC07801,2026-01-14,Transfer,24211.17,Online
TXN091576,ACC07865,2026-06-26,Deposit,4714.12,Branch
TXN135647,ACC02210,2025-03-20,Transfer,41773.07,Mobile
TXN079651,ACC04288,2024-12-17,Withdrawal,27737.73,Branch
TXN067451,ACC11232,2025-05-15,Withdrawal,13250.46,Online
TXN113672,ACC06869,2026-04-13,Transfer,45364.72,ATM
TXN115706,ACC02858,2026-04-13,Transfer,213.86,Online
TXN051543,ACC09808,2026-04-14,Transfer,2771.42,ATM
TXN084384,ACC02234,2026-07-19,Payment,44002.88,ATM
TXN051176,ACC01493,2025-05-09,Deposit,41720.67,Mobile
TXN073216,ACC01256,2025-11-14,Withdrawal,17238.57,Mobile
TXN105166,ACC08068,2026-05-13,Deposit,24800.5,ATM
TXN135440,ACC03086,2024-10-27,Transfer,32123.21,Online
TXN049344,ACC01975,2025-05-28,Transfer,8143.9,Mobile
TXN090542,ACC01858,2025-04-01,Withdrawal,19360.09,ATM
TXN117773,ACC05553,2025-03-17,Payment,13658.7,ATM
TXN136007,ACC00426,2024-10-11,Transfer,48305.52,Branch
TXN025484,ACC04051,2024-09-25,Transfer,24174.01,Branch
TXN053547,ACC09218,2025-06-14,Withdrawal,24215.23,Online
