loan_id,total_due,total_paid,avg_days_late,missed_payments,repayment_ratio
LN01623,119542.85,107700.85,5.3,1,0.9
LN01624,97042.64,58571.61,14.125,3,0.6
LN01625,83443.79000000001,74221.0,8.833333333333334,1,0.89
LN01626,25292.21,43787.45,8.25,1,1.73
LN01627,77663.27,70817.28,5.75,1,0.91
LN01628,130787.65,120905.43,6.909090909090909,2,0.92
LN01629,94446.34,86513.79,11.857142857142858,2,0.92
LN01630,126040.26,127630.45999999999,9.636363636363637,3,1.01
LN01631,89108.83,54197.23,6.25,1,0.61
LN01632,103384.87,108461.98000000001,5.555555555555555,3,1.05
LN01633,84437.84,64009.99,9.428571428571429,2,0.76
LN01634,38752.95,79099.62,14.714285714285714,3,2.04
LN01635,26362.37,10626.880000000001,3.3333333333333335,0,0.4
LN01636,1422.03,10899.26,0.0,0,7.66
LN01637,58350.14,33652.83,16.0,2,0.58
LN01638,64501.67,85210.56,8.11111111111111,2,1.32
LN01639,54168.939999999995,52117.38,10.0,1,0.96
LN01640,99893.95,103916.94,8.444444444444445,2,1.04
LN01641,49422.740000000005,58450.31,3.25,0,1.18
LN01642,76519.23,72468.21,11.25,3,0.95
LN01643,77437.98,77512.13,12.11111111111111,3,1.0
LN01644,90388.92,103843.55,8.444444444444445,2,1.15
LN01645,9452.7,15281.27,5.0,0,1.62
LN01646,88174.89,64384.59,9.222222222222221,2,0.73
LN01647,17180.5,29909.5,13.333333333333334,1,1.74
LN01648,49407.25,56554.51,12.166666666666666,2,1.14
LN01649,160872.8,170068.01,7.066666666666666,3,1.06
LN01650,108335.97,91349.96,10.6,3,0.84
LN01651,91439.86,109687.12,2.111111111111111,0,1.2
LN01652,72439.08,47530.74,11.666666666666666,2,0.66
LN01653,57363.03,94259.15000000001,9.0,2,1.64
LN01654,116731.62000000001,111659.93,7.6,2,0.96
LN01655,107340.07,105863.04,4.125,1,0.99
LN01656,41104.83,43676.92,9.0,1,1.06
LN01657,90983.94,73486.05,9.222222222222221,2,0.81
LN01658,79322.34,67401.01,5.375,1,0.85
LN01659,52967.950000000004,59748.94,12.0,2,1.13
LN01660,53302.88,37796.64,7.5,1,0.71
LN01661,93431.33,115251.43,8.0,2,1.23
LN01662,61755.9,56559.0,2.857142857142857,0,0.92
LN01663,63318.9,46861.4,9.333333333333334,1,0.74
LN01664,84879.78,63271.35,5.5,1,0.75
LN01665,89992.74,76271.43,8.25,2,0.85
LN01666,26269.3,52668.74,2.5,0,2.0
LN01667,154567.32,111852.89,11.76923076923077,5,0.72
LN01668,64809.06,64104.66,10.0,2,0.99
LN01669,42963.0,35923.74,3.25,0,0.84
LN01670,39672.42,52059.17,1.2,0,1.31
LN01671,60409.13,88316.29000000001,3.142857142857143,0,1.46
LN01672,50509.9,48173.020000000004,0.0,0,0.95
LN01673,89479.84,71485.5,9.5,2,0.8
LN01674,117574.44,124355.51,1.1818181818181819,0,1.06
LN01675,88872.46,96483.35,10.0,3,1.09
LN01676,102079.88,114253.06,9.0,2,1.12
LN01677,75228.36,70518.9,6.555555555555555,1,0.94
LN01678,118628.21,127767.61,1.8333333333333333,0,1.08
LN01679,70834.19,58293.619999999995,15.0,3,0.82
LN01680,51518.369999999995,68116.22,8.571428571428571,2,1.32
LN01681,107824.89,139873.48,5.833333333333333,2,1.3
LN01682,54606.18,25777.91,10.0,1,0.47
LN01683,99977.6,110617.43,1.3,0,1.11
LN01684,67055.17,26007.399999999998,16.0,2,0.39
LN01685,92968.37,99838.27,8.11111111111111,2,1.07
LN01686,111534.48,128458.03,4.166666666666667,0,1.15
LN01687,90201.65,123637.31,4.454545454545454,1,1.37
LN01688,85191.86,84607.76000000001,9.5,2,0.99
LN01689,37826.7,54496.5,3.2,0,1.44
LN01690,136462.62,122018.91,6.25,2,0.89
LN01691,121378.78,98905.39,6.909090909090909,1,0.81
LN01692,35602.25,24238.43,11.0,1,0.68
LN01693,96065.01000000001,83664.99,7.9,2,0.87
LN01694,70960.66,74278.2,1.4285714285714286,0,1.05
LN01695,70686.62,60286.42,9.0,2,0.85
LN01696,92754.04999999999,101652.18000000001,4.545454545454546,1,1.1
LN01697,27535.760000000002,55317.619999999995,7.5,0,2.01
LN01698,63760.229999999996,64203.130000000005,3.2857142857142856,0,1.01
LN01699,127808.73,101107.13,9.083333333333334,3,0.79
LN01700,127127.46,93464.42000000001,5.166666666666667,1,0.74
LN01701,50134.740000000005,54913.630000000005,15.0,2,1.1
LN01702,53603.86,53934.93,5.5,1,1.01
LN01703,75674.73,72271.45,3.7142857142857144,0,0.96
LN01704,69032.13,60039.65,15.0,2,0.87
LN01705,68615.82,61728.83,6.666666666666667,1,0.9
LN01706,4967.57,4218.53,3.0,0,0.85
LN01707,41460.01,61250.29,16.0,2,1.48
LN01708,82337.98999999999,95753.11,9.0,1,1.16
LN01709,76794.26,74512.21,9.0,2,0.97
LN01710,118326.91,77889.15,5.0,1,0.66
LN01711,61092.81,42017.33,15.0,1,0.69
LN01712,38077.54,57899.61,5.0,0,1.52
LN01713,92315.88,78985.26000000001,11.285714285714286,2,0.86
LN01714,35131.009999999995,61161.78,7.5,1,1.74
LN01715,107036.96,125098.03,15.090909090909092,5,1.17
LN01716,108079.77,101084.41,7.0,1,0.94
LN01717,54793.5,35845.74,10.0,1,0.65
LN01718,151494.65,159855.52,4.0,1,1.06
LN01719,43806.520000000004,43466.05,20.0,2,0.99
LN01720,67848.94,113949.5,17.875,4,1.68
LN01721,57278.78,47478.64,1.2,0,0.83
LN01722,72516.65,82310.23,9.875,2,1.14
LN01723,39619.46,44199.479999999996,17.5,2,1.12
LN01724,99228.89,101348.95,4.0,1,1.02
LN01725,123188.0,128267.85,9.666666666666666,3,1.04
LN01726,56732.03,32254.66,2.0,0,0.57
LN01727,129289.44,147105.14,5.5,1,1.14
LN01728,99107.1,86415.0,6.625,1,0.87
LN01729,44532.19,42082.96,10.75,1,0.95
LN01730,44633.55,88584.27,10.428571428571429,2,1.98
LN01731,54068.21,65584.7,6.625,1,1.21
LN01732,65717.43,71098.27,4.6,0,1.08
LN01733,79662.75,75280.63,12.375,3,0.94
LN01734,68655.64,76156.04,15.555555555555555,4,1.11
LN01735,96021.07,79548.74,8.625,1,0.83
LN01736,33051.49,27122.48,0.0,0,0.82
LN01737,121690.89,67985.45,4.125,0,0.56
LN01738,74936.86,67219.64,7.142857142857143,1,0.9
LN01739,97219.26000000001,79201.04000000001,9.125,2,0.81
LN01740,33689.11,36599.770000000004,2.5,0,1.09
LN01741,66097.24,90570.34,8.75,2,1.37
LN01742,55866.81,39222.44,20.0,2,0.7
LN01743,55638.67,75914.39,4.714285714285714,0,1.36
LN01744,27516.579999999998,42434.94,15.0,2,1.54
LN01745,16911.74,29149.07,10.0,0,1.72
LN01746,85774.43000000001,76280.0,0.8571428571428571,0,0.89
LN01747,63065.08,80629.18,9.555555555555555,2,1.28
LN01748,146420.78,106950.72,10.333333333333334,3,0.73
LN01749,27128.27,70934.02,1.2,0,2.61
LN01750,73319.95999999999,126384.67,0.6666666666666666,0,1.72
LN01751,42983.49,24316.36,2.5,0,0.57
LN01752,78897.51000000001,74169.67,5.0,1,0.94
LN01753,69428.82,67257.3,12.166666666666666,2,0.97
LN01754,66169.32999999999,68256.86,9.333333333333334,1,1.03
LN01755,62220.47,64393.350000000006,2.6666666666666665,0,1.03
LN01756,40678.44,39160.4,21.0,2,0.96
LN01757,24804.03,7294.85,0.0,0,0.29
LN01758,52159.2,61331.85,8.333333333333334,1,1.18
LN01759,31329.61,34015.25,2.0,0,1.09
LN01760,65326.22,70801.74,15.5,3,1.08
LN01761,180477.32,165766.26,8.461538461538462,3,0.92
LN01762,32368.96,27234.71,15.0,1,0.84
LN01763,86950.88,99778.62,4.9,1,1.15
LN01764,45102.93,84044.0,10.6,1,1.86
LN01765,84271.5,64168.87,5.5,1,0.76
LN01766,51214.64,18737.25,6.6,1,0.37
LN01767,16643.88,15607.939999999999,1.5,0,0.94
LN01768,57589.009999999995,45366.71000000001,10.857142857142858,2,0.79
LN01769,81471.79000000001,97382.17,2.2222222222222223,0,1.2
LN01770,107604.98000000001,94664.5,1.625,2,0.88
LN01771,82504.32,62662.46,14.0,2,0.76
LN01772,111948.97,112760.38,6.3,2,1.01
LN01773,54849.18,67522.54000000001,5.714285714285714,1,1.23
LN01774,62114.48,81603.92,12.428571428571429,3,1.31
LN01775,139741.63,122289.33,4.666666666666667,1,0.88
LN01776,82673.33,101060.51000000001,7.0,1,1.22
LN01777,61675.3,74690.25,8.0,1,1.21
LN01778,64944.22,70801.18000000001,5.142857142857143,1,1.09
LN01779,48834.01,73267.06999999999,10.0,1,1.5
LN01780,144162.22,96832.24,7.818181818181818,2,0.67
LN01781,94649.01,120402.61,13.0,4,1.27
LN01782,82662.26000000001,46033.58,8.0,1,0.56
LN01783,100439.91,120541.3,7.333333333333333,1,1.2
LN01784,100417.4,107640.96,3.9,1,1.07
LN01785,112857.52,90410.93,5.888888888888889,1,0.8
LN01786,101383.22,120973.67,1.0,0,1.19
LN01787,85942.92,63467.76,13.285714285714286,3,0.74
LN01788,50030.83,53743.8,7.5,1,1.07
LN01789,63247.119999999995,47334.73,10.0,1,0.75
LN01790,101746.16,142816.19,6.0,1,1.4
LN01791,128968.12000000001,136193.57,9.416666666666666,3,1.06
LN01792,91045.59,112792.16,6.222222222222222,1,1.24
LN01793,59262.729999999996,53199.1,12.6,2,0.9
LN01794,77760.56999999999,53972.83,12.875,3,0.69
LN01795,64496.2,54729.549999999996,14.285714285714286,3,0.85
LN01796,53126.119999999995,71580.63,6.6,0,1.35
LN01797,55596.11,82551.41,14.285714285714286,3,1.48
LN01798,148835.44,138095.15,2.4615384615384617,0,0.93
LN01799,74500.02,66622.27,8.571428571428571,2,0.89
LN01800,39434.29,30566.86,1.5,0,0.78
LN01801,44064.95,62006.49,4.6,0,1.41
LN01802,51989.49,41467.92,2.5,0,0.8
LN01803,101711.83,74804.58,6.222222222222222,1,0.74
LN01804,106596.16,105972.78,5.555555555555555,1,0.99
LN01805,34287.74,54299.35,23.25,3,1.58
LN01806,56866.090000000004,52036.729999999996,16.666666666666668,3,0.92
LN01807,106765.81999999999,84115.03,4.181818181818182,0,0.79
LN01808,133242.9,95027.99,6.0,2,0.71
LN01809,103331.16,136055.69,6.083333333333333,2,1.32
LN01810,95197.48,117876.81,18.75,5,1.24
LN01811,83073.28,144767.33,6.909090909090909,1,1.74
LN01812,126540.34000000001,126151.24,4.181818181818182,1,1.0
LN01813,22693.35,52165.18,15.75,2,2.3
LN01814,44789.11,36022.24,13.2,2,0.8
LN01815,35939.21,6557.07,2.0,0,0.18
LN01816,91540.94,84671.21,6.363636363636363,1,0.92
LN01817,52344.54,42094.520000000004,15.0,2,0.8
LN01818,105099.28,99333.43,8.11111111111111,2,0.95
LN01819,90056.37,68444.56,4.125,1,0.76
LN01820,55760.41,54424.310000000005,13.2,2,0.98
LN01821,93370.72,97356.85,4.0,1,1.04
LN01822,149478.09,88665.2,7.454545454545454,2,0.59
LN01823,86368.52,71610.52,5.571428571428571,1,0.83
LN01824,69685.15,73418.94,1.25,0,1.05
LN01825,56792.09,65313.850000000006,6.6,1,1.15
LN01826,68449.37,73773.18,11.625,3,1.08
LN01827,106727.35,110910.24,8.11111111111111,1,1.04
LN01828,71287.08,54355.479999999996,3.3333333333333335,0,0.76
LN01829,41283.89,45952.44,12.5,1,1.11
LN01830,71533.08,66340.41,12.0,3,0.93
LN01831,70300.51,69641.01,12.166666666666666,2,0.99
LN01832,37084.92,61273.43,0.6,0,1.65
LN01833,102776.46,85286.90000000001,8.0,2,0.83
LN01834,42469.72,20285.379999999997,6.666666666666667,0,0.48
LN01835,100150.31,143132.55,8.583333333333334,3,1.43
LN01836,107134.1,84088.95,8.777777777777779,2,0.78
LN01837,97513.7,88162.26999999999,3.25,0,0.9
LN01838,96258.04,106195.31999999999,4.333333333333333,0,1.1
LN01839,124687.43,130297.84,8.384615384615385,3,1.04
LN01840,103202.78,100505.31,8.454545454545455,2,0.97
LN01841,64177.01,88133.21,5.375,1,1.37
LN01842,84004.66,72366.83,10.0,2,0.86
LN01843,114678.81,64140.08,9.125,2,0.56
LN01844,71570.75,64420.89,10.5,2,0.9
LN01845,68573.0,74489.28,5.142857142857143,1,1.09
LN01846,83823.12,51907.630000000005,4.5,1,0.62
LN01847,130671.52,124721.01,5.25,1,0.95
LN01848,62277.0,78216.61,8.166666666666666,1,1.26
LN01849,83212.39,89094.76,7.571428571428571,1,1.07
LN01850,48533.47,57354.94,8.6,1,1.18
LN01851,87484.97,117757.77,7.3,2,1.35
LN01852,109489.85,104543.02,2.6,0,0.95
LN01853,62797.22,74032.21,2.1666666666666665,0,1.18
LN01854,109030.35,83512.32,9.125,2,0.77
LN01855,59002.94,55343.770000000004,10.0,2,0.94
LN01856,141423.81,142095.05,11.875,5,1.0
LN01857,67103.01,81949.84,16.25,4,1.22
LN01858,111575.89,140994.27,9.083333333333334,3,1.26
LN01859,63008.93,52411.93,3.2,0,0.83
LN01860,122333.65999999999,110424.98,5.454545454545454,2,0.9
LN01861,63545.28999999999,66341.31,12.166666666666666,2,1.04
LN01862,64885.020000000004,65012.09,12.0,1,1.0
LN01863,126731.33,158605.38999999998,6.4,2,1.25
LN01864,53999.32,28592.03,8.0,1,0.53
LN01865,115496.82,158869.95,8.833333333333334,2,1.38
LN01866,68713.82,76179.65,2.2857142857142856,0,1.11
LN01867,91456.26000000001,93099.6,7.0,1,1.02
LN01868,42149.83,65454.33,12.6,2,1.55
LN01869,86080.87,136584.66,12.6,3,1.59
LN01870,53082.86,59919.240000000005,8.25,0,1.13
LN01871,38097.7,58139.51,3.1666666666666665,0,1.53
LN01872,96913.2,91518.34,6.0,2,0.94
LN01873,67953.86,70760.71,0.0,0,1.04
LN01874,83700.53,70914.52,16.25,4,0.85
LN01875,116500.03,92195.39,10.6,3,0.79
LN01876,31847.83,52689.75,10.75,1,1.65
LN01877,114285.48,125734.59,4.666666666666667,1,1.1
LN01878,89078.89,73890.45,2.5,0,0.83
LN01879,89176.68,77595.57,5.5,1,0.87
LN01880,84243.57,66710.36,8.11111111111111,2,0.79
LN01881,79584.26,89387.79000000001,6.25,2,1.12
LN01882,74794.14,88293.03,6.3,1,1.18
LN01883,52654.69,65694.82,8.0,1,1.25
LN01884,96081.17000000001,91329.72,4.125,1,0.95
LN01885,45632.350000000006,60136.94,12.5,1,1.32
LN01886,86566.77,93072.22,10.666666666666666,3,1.08
LN01887,119519.18,144949.3,11.454545454545455,3,1.21
LN01888,149942.64,171366.7,3.5384615384615383,1,1.14
LN01889,148813.66,132884.98,4.083333333333333,1,0.89
LN01890,41393.899999999994,57660.92,4.6,0,1.39
LN01891,95745.88,57774.02,6.5,1,0.6
LN01892,108904.83,99889.43,6.909090909090909,2,0.92
LN01893,96646.94,88818.91,3.25,0,0.92
LN01894,43504.02,66527.84,0.5,0,1.53
LN01895,108689.57,171820.21,9.666666666666666,3,1.58
LN01896,158083.15,124538.28,4.538461538461538,1,0.79
LN01897,60561.06,104546.34,12.5,3,1.73
LN01898,48619.34,44407.840000000004,6.6,1,0.91
LN01899,103159.8,81385.8,10.333333333333334,3,0.79
LN01900,112677.28,133270.02000000002,7.6,2,1.18
LN01901,61097.64,56643.4,5.714285714285714,1,0.93
LN01902,122246.33,105999.93,5.090909090909091,1,0.87
LN01903,80924.05,65399.14,1.0,0,0.81
LN01904,82574.24,125811.0,11.3,3,1.52
LN01905,69362.24,61222.47,2.0,0,0.88
LN01906,76524.29000000001,72256.45999999999,14.285714285714286,3,0.94
LN01907,63933.7,68238.32,1.6666666666666667,0,1.07
LN01908,109659.95999999999,110041.34,4.2,1,1.0
LN01909,122159.9,123319.09,8.11111111111111,2,1.01
LN01910,66896.1,57573.08,5.75,1,0.86
LN01911,108143.43,85051.54000000001,8.9,2,0.79
LN01912,42672.03,61756.27,8.0,1,1.45
LN01913,89654.25,56239.61,6.142857142857143,1,0.63
LN01914,75174.12,83865.76,9.125,2,1.12
LN01915,76599.64,99377.95,1.4444444444444444,0,1.3
LN01916,69036.36,74019.65,10.0,1,1.07
LN01917,139402.97,130717.38,7.153846153846154,2,0.94
LN01918,75657.87,69041.48999999999,11.857142857142858,2,0.91
LN01919,76683.51999999999,77486.52,8.25,1,1.01
LN01920,33472.9,27054.09,10.5,2,0.81
LN01921,85351.33,89378.35,8.75,2,1.05
LN01922,83978.37,94851.44,7.0,1,1.13
LN01923,99244.79999999999,84963.35,5.25,1,0.86
LN01924,69302.33,73065.53,2.6666666666666665,0,1.05
LN01925,91184.11,116052.47,7.181818181818182,2,1.27
LN01926,82751.32,84989.33,9.428571428571429,2,1.03
LN01927,70897.04,98314.55,6.625,1,1.39
LN01928,41279.29,29985.61,5.0,0,0.73
LN01929,90365.4,111489.94,7.3,2,1.23
LN01930,80136.76000000001,110791.39,6.142857142857143,1,1.38
LN01931,74350.43000000001,72648.09,9.0,2,0.98
LN01932,82132.98000000001,73006.95999999999,3.625,0,0.89
LN01933,103066.26,104254.93,3.6666666666666665,1,1.01
LN01934,66081.25,68662.01,13.833333333333334,2,1.04
LN01935,39158.22,71417.41,10.0,2,1.82
LN01936,86988.85,80575.36,5.375,1,0.93
LN01937,71332.1,70940.86,15.714285714285714,3,0.99
LN01938,43514.56,51018.81,8.333333333333334,1,1.17
LN01939,48747.15,63495.159999999996,5.5,0,1.3
LN01940,113298.48000000001,90428.32,1.4545454545454546,0,0.8
LN01941,35384.1,49361.619999999995,5.0,0,1.4
LN01942,70592.33,80723.93,1.8571428571428572,0,1.14
LN01943,32676.420000000002,46478.16,8.25,1,1.42
LN01944,91678.77,97143.5,4.0,0,1.06
LN01945,145463.25,82486.98,4.916666666666667,1,0.57
LN01946,79933.58,53582.16,8.571428571428571,2,0.67
LN01947,79275.27,74810.2,0.8571428571428571,0,0.94
LN01948,75025.72,102929.84,4.5,1,1.37
LN01949,102948.65,100601.35,15.3,5,0.98
LN01950,33948.84,37220.869999999995,8.25,1,1.1
LN01951,97304.01000000001,128998.91,12.6,4,1.33
LN01952,138881.66,111958.55,5.363636363636363,1,0.81
LN01953,40189.270000000004,49839.58,7.666666666666667,1,1.24
LN01954,102024.84,83920.3,10.666666666666666,3,0.82
LN01955,62129.840000000004,68832.66,0.42857142857142855,0,1.11
LN01956,66784.02,73994.1,3.7142857142857144,0,1.11
LN01957,64471.64,53667.29,2.6,0,0.83
LN01958,129964.22,91808.16,8.454545454545455,2,0.71
LN01959,29171.24,16073.34,1.0,0,0.55
LN01960,64493.72,70158.45,10.0,2,1.09
LN01961,26803.260000000002,24117.809999999998,1.0,0,0.9
LN01962,72049.04,73754.56,5.5,1,1.02
LN01963,100843.26,85995.14,1.4444444444444444,0,0.85
LN01964,74388.17,97177.05,2.7142857142857144,0,1.31
LN01965,161623.11,147117.30000000002,6.076923076923077,2,0.91
LN01966,56105.700000000004,57069.97,7.5,1,1.02
LN01967,59252.45,81805.34,0.5,0,1.38
LN01968,61697.17999999999,59771.27,1.6666666666666667,0,0.97
LN01969,85434.20999999999,60393.19,11.857142857142858,2,0.71
LN01970,55235.77,67297.22,6.666666666666667,1,1.22
LN01971,35684.38,44594.48,5.0,0,1.25
LN01972,150106.85,136737.88,5.846153846153846,1,0.91
LN01973,63907.31,78301.82,-3.375,1,1.23
LN01974,58621.880000000005,71111.79000000001,0.42857142857142855,0,1.21
LN01975,72477.7,104195.38,7.333333333333333,2,1.44
LN01976,26654.42,44393.61,10.75,1,1.67
LN01977,66868.92,69169.37,12.714285714285714,2,1.03
LN01978,33514.56,50102.759999999995,20.0,3,1.49
LN01979,90616.65,106303.58,7.6,2,1.17
LN01980,20428.35,42126.81,10.0,1,2.06
LN01981,86059.03,155313.57,11.083333333333334,4,1.8
LN01982,45083.33,30106.47,13.333333333333334,1,0.67
LN01983,47920.270000000004,58652.149999999994,12.6,2,1.22
LN01984,40695.89,25092.39,20.0,2,0.62
LN01985,79796.31999999999,60987.62,8.571428571428571,1,0.76
LN01986,122572.92,98302.01000000001,6.666666666666667,0,0.8
LN01987,95909.29000000001,82782.95999999999,5.714285714285714,1,0.86
LN01988,15495.630000000001,51587.29,7.5,1,3.33
LN01989,82783.78,105577.45999999999,5.555555555555555,1,1.28
LN01990,71543.6,51268.2,3.3333333333333335,0,0.72
LN01991,35534.69,21575.04,20.0,2,0.61
LN01992,82097.52,96748.1,7.333333333333333,2,1.18
LN01993,97724.02,88356.31999999999,4.0,1,0.9
LN01994,110474.33,118567.89,6.25,2,1.07
LN01995,37203.33,57923.659999999996,1.2,0,1.56
LN01996,12928.45,13024.849999999999,20.0,1,1.01
LN01997,77898.16,84209.06,1.25,0,1.08
LN01998,66725.43,109059.46,10.0,2,1.63
LN01999,54381.07,49182.11,6.6,0,0.9
LN02000,108462.86,112929.63,7.6,2,1.04
LN02001,123082.08,183477.12,10.5,3,1.49
LN02002,85426.43,82569.08,7.5,1,0.97
LN02003,47940.520000000004,36647.72,10.5,2,0.76
LN02004,68703.52,56650.17999999999,14.142857142857142,3,0.82
LN02005,40755.32,49376.4,5.0,0,1.21
LN02006,89936.97,65332.08,10.0,2,0.73
LN02007,90580.5,86110.11,11.25,3,0.95
LN02008,120101.67,121391.63,6.3,1,1.01
LN02009,82372.64,66210.21,7.142857142857143,1,0.8
LN02010,112328.05,110593.65,7.0,1,0.98
LN02011,153716.06,132420.35,1.4615384615384615,0,0.86
LN02012,94693.08,47383.439999999995,7.875,2,0.5
LN02013,32086.489999999998,50722.42,12.0,2,1.58
LN02014,105770.03,61034.39,11.11111111111111,3,0.58
LN02015,164777.66,161840.03,8.133333333333333,3,0.98
LN02016,85995.61,118598.55,8.6,2,1.38
LN02017,64116.36,86842.13,1.4285714285714286,0,1.35
LN02018,113490.40000000001,95474.72,9.222222222222221,2,0.84
LN02019,89208.8,67930.83,12.857142857142858,3,0.76
LN02020,34817.35,54254.530000000006,7.2,1,1.56
LN02021,71941.59,104356.78,7.375,1,1.45
LN02022,58074.13,45484.869999999995,5.5,1,0.78
LN02023,86183.97,63021.12,7.666666666666667,1,0.73
LN02024,117107.72,88746.43,19.125,5,0.76
LN02025,31509.79,20437.08,1.5,0,0.65
LN02026,146936.88,161073.54,5.214285714285714,2,1.1
LN02027,140882.01,92772.19,8.5,2,0.66
LN02028,45490.33,52078.31,0.6,0,1.14
LN02029,112393.01999999999,104822.87,9.363636363636363,2,0.93
LN02030,68339.64,72071.43,4.777777777777778,1,1.05
LN02031,97378.19,111976.52,7.333333333333333,2,1.15
LN02032,64163.32,115235.31,5.888888888888889,1,1.8
LN02033,59441.46,31178.5,6.6,0,0.52
LN02034,104165.03,93154.70999999999,9.0,2,0.89
LN02035,133257.61,112228.38,9.153846153846153,3,0.84
LN02036,58536.78,33046.73,7.5,1,0.56
LN02037,112012.08,119275.35,10.0,2,1.06
LN02038,114902.58,117723.33,3.3,1,1.02
LN02039,38215.05,37927.68,3.25,0,0.99
LN02040,106589.85,132389.74,2.090909090909091,0,1.24
LN02041,129682.89,143943.45,8.833333333333334,3,1.11
LN02042,186126.78,142900.9,6.615384615384615,2,0.77
LN02043,55249.34,75519.48000000001,6.666666666666667,1,1.37
LN02044,95728.6,79619.09,6.571428571428571,1,0.83
LN02045,72011.06999999999,71194.45,10.428571428571429,2,0.99
LN02046,67979.22,74961.84,3.2857142857142856,0,1.1
LN02047,66078.88,70061.72,6.142857142857143,1,1.06
LN02048,84238.87,53082.09,8.333333333333334,1,0.63
LN02049,24808.38,24719.09,10.0,1,1.0
LN02050,46119.63,42477.939999999995,6.6,1,0.92
LN02051,71398.23,104249.31,9.222222222222221,2,1.46
LN02052,35599.99,44626.33,2.5,0,1.25
LN02053,56258.36,63610.42,6.0,0,1.13
LN02054,55262.96,24550.27,0.75,0,0.44
LN02055,91654.36,66069.56,5.571428571428571,0,0.72
LN02056,63091.83,97778.87000000001,3.75,1,1.55
LN02057,21810.489999999998,19017.3,1.5,0,0.87
LN02058,38190.16,67067.31,6.0,1,1.76
LN02059,73247.93,100078.3,2.1666666666666665,0,1.37
LN02060,93141.67,99351.6,6.9,2,1.07
LN02061,30790.86,29153.04,2.0,0,0.95
LN02062,74573.64,66752.31,7.166666666666667,1,0.9
LN02063,76986.7,92190.09000000001,5.375,1,1.2
LN02064,70816.4,55576.15,4.6,0,0.78
LN02065,95927.05,94168.56,3.6,0,0.98
LN02066,65362.67,82896.36,0.0,0,1.27
LN02067,81380.72,99796.65,9.3,2,1.23
LN02068,74575.20999999999,55305.61,7.571428571428571,1,0.74
LN02069,77381.91,79753.03,14.777777777777779,4,1.03
LN02070,63881.01,82930.33,9.6,2,1.3
LN02071,95826.43000000001,76318.69,2.5555555555555554,0,0.8
LN02072,79621.36,92382.31,7.0,1,1.16
LN02073,50705.92,47488.18000000001,9.2,1,0.94
LN02074,74103.8,87620.29,1.6666666666666667,0,1.18
LN02075,89490.76,76731.1,5.375,1,0.86
LN02076,105649.31,104490.01000000001,5.555555555555555,1,0.99
LN02077,78222.48,65656.38,0.0,0,0.84
LN02078,95695.69,74169.49,6.222222222222222,1,0.78
LN02079,78944.43,57619.85,9.125,2,0.73
LN02080,66872.6,53314.92,7.8,1,0.8
LN02081,152823.23,134427.93,13.0,5,0.88
LN02082,51265.59,24481.77,0.75,0,0.48
LN02083,27359.57,37778.92,4.0,0,1.38
LN02084,228875.36000000002,186125.77,4.0588235294117645,1,0.81
LN02085,92445.33,104583.95999999999,5.888888888888889,1,1.13
LN02086,46263.11,51995.99,2.0,0,1.12
LN02087,42383.4,35593.84,-3.3333333333333335,0,0.84
LN02088,73588.37,112399.35,12.0,3,1.53
LN02089,49510.9,60942.479999999996,14.0,2,1.23
LN02090,96959.57,63341.93,8.571428571428571,2,0.65
LN02091,88358.76999999999,86652.70999999999,3.25,0,0.98
LN02092,100563.4,89859.59,8.75,2,0.89
LN02093,110476.94,105224.82,11.777777777777779,3,0.95
LN02094,96418.4,61035.130000000005,7.777777777777778,2,0.63
LN02095,99471.04000000001,113204.5,4.777777777777778,1,1.14
LN02096,91421.37,106247.3,10.555555555555555,2,1.16
LN02097,50098.97,58940.59,6.0,1,1.18
LN02098,78399.95,72028.46,6.142857142857143,1,0.92
LN02099,75354.45,39833.75,7.166666666666667,0,0.53
LN02100,38128.54,47612.46,10.75,1,1.25
LN02101,77290.6,86183.11,10.428571428571429,2,1.12
LN02102,53790.25,62598.72,10.0,2,1.16
LN02103,61593.200000000004,54318.93,10.0,1,0.88
LN02104,68957.66,35555.32,0.6,0,0.52
LN02105,51929.68,74846.13,5.5,1,1.44
LN02106,96045.12,107942.17,12.555555555555555,3,1.12
LN02107,63205.57,75859.66,12.166666666666666,2,1.2
LN02108,56758.6,37280.83,2.0,0,0.66
LN02109,97078.56999999999,103700.93,9.428571428571429,2,1.07
LN02110,100524.03,50756.23,11.777777777777779,3,0.5
LN02111,75900.5,107590.83,5.111111111111111,1,1.42
LN02112,45164.509999999995,68641.78,0.0,0,1.52
LN02113,51459.36,46667.91,16.571428571428573,3,0.91
LN02114,107673.98,94061.94,12.11111111111111,3,0.87
LN02115,173896.33,142636.97,5.3076923076923075,2,0.82
LN02116,71530.09,85637.52,7.875,2,1.2
LN02117,126460.79,133461.12,9.3,3,1.06
LN02118,68035.85,117019.57,7.416666666666667,2,1.72
LN02119,107490.91,116925.31,10.9,3,1.09
LN02120,58046.41,60331.89,2.0,0,1.04
LN02121,119087.66,113395.55,5.363636363636363,1,0.95
LN02122,55797.44,70156.64,4.0,0,1.26
LN02123,90961.23999999999,116705.13,5.444444444444445,1,1.28
LN02124,45057.32,31865.340000000004,0.0,0,0.71
LN02125,133631.0,112991.34,3.5833333333333335,1,0.85
LN02126,30943.6,51539.0,-5.4,1,1.67
