loan_id,customer_id,branch_id,loan_type,application_date,loan_amount,interest_rate,tenure_months,credit_score,loan_status,default_flag
LN05152,CUST00746,BR003,Vehicle,2026-05-01,198370.08,16.83,12,397,Active,0
LN03970,CUST09579,BR005,Vehicle,2026-01-16,333589.36,12.65,60,790,Approved,0
LN02371,CUST00663,BR007,Home,2026-05-30,432388.68,16.81,36,826,Active,0
LN00826,CUST06288,BR018,Education,2026-06-28,161113.35,11.4,60,518,Closed,0
LN05596,CUST02917,BR015,Home,2025-02-17,183815.23,13.8,36,344,Defaulted,1
LN00524,CUST04946,BR025,Home,2025-04-07,17306.03,9.92,12,707,Rejected,0
LN00035,CUST01267,BR014,Education,2025-04-12,192211.46,6.97,24,695,Defaulted,1
LN05910,CUST06726,BR049,Education,2025-05-15,454070.24,17.01,60,763,Closed,0
LN05211,CUST07837,BR000,Vehicle,2026-01-15,363934.93,7.12,24,874,Active,0
LN01430,CUST06183,BR019,Home,2026-01-04,293817.82,17.32,36,433,Active,0
LN04222,CUST06055,BR010,Personal,2025-04-10,298708.44,12.18,12,869,Active,0
LN02936,CUST04652,BR032,Education,2025-09-14,30385.58,7.6,36,336,Approved,0
LN02042,CUST08453,BR040,Home,2026-08-25,439412.54,13.55,120,830,Defaulted,1
LN04272,CUST08775,BR031,Personal,2026-01-12,204863.76,14.82,12,563,Active,0
LN00224,CUST05759,BR047,Vehicle,2025-12-25,408893.46,10.25,120,358,Approved,0
LN03344,CUST06410,BR044,Vehicle,2024-10-10,172791.6,11.79,60,361,Closed,0
LN05399,CUST08890,BR042,Education,2025-11-04,239757.56,9.32,60,452,Active,0
LN02395,CUST02125,BR000,Personal,2026-05-02,483040.46,13.19,120,514,Closed,0
LN05595,CUST05586,BR004,Personal,2025-04-01,310864.09,6.06,120,516,Closed,0
LN03588,CUST05260,BR027,Home,2025-01-13,272399.11,12.99,12,380,Active,0
LN00837,CUST07943,BR024,Personal,2026-04-17,94386.98,7.54,60,481,Defaulted,1
LN03847,CUST07296,BR012,Personal,2024-09-19,36822.42,6.3,12,483,Defaulted,1
LN01421,CUST04036,BR023,Education,2026-01-31,218740.4,12.06,120,562,Rejected,0
LN00856,CUST08434,BR006,Vehicle,2025-03-28,53273.23,12.91,120,893,Active,0
LN03722,CUST02849,BR006,Home,2024-10-15,418566.56,13.68,36,728,Active,0
LN04761,CUST08970,BR041,Vehicle,2024-10-13,437848.05,8.56,24,596,Active,0
LN00242,CUST07158,BR007,Vehicle,2025-06-16,73795.29,6.74,12,451,Closed,0
LN04282,CUST09275,BR020,Vehicle,2025-07-10,74005.74,13.83,36,892,Closed,0
LN02688,CUST00423,BR019,Vehicle,2025-06-02,203623.06,9.03,120,407,Approved,0
LN02532,CUST05879,BR031,Vehicle,2026-05-05,417919.84,8.28,12,424,Defaulted,1
LN03282,CUST02158,BR020,Home,2025-11-17,406374.38,17.23,12,394,Approved,0
LN03330,CUST09433,BR030,Home,2025-04-19,172899.38,13.55,120,455,Rejected,0
LN05941,CUST08321,BR016,Personal,2026-07-01,367456.87,10.11,60,448,Defaulted,1
LN03407,CUST08436,BR047,Personal,2026-08-14,326266.5,9.71,12,812,Approved,0
LN02094,CUST01884,BR018,Vehicle,2026-04-23,395657.76,15.89,36,646,Rejected,0
LN02036,CUST05299,BR009,Personal,2025-05-08,44561.8,11.65,36,490,Defaulted,1
LN05776,CUST00294,BR029,Home,2026-07-03,490419.96,8.01,36,856,Approved,0
LN01679,CUST09465,BR012,Education,2026-06-26,272850.48,17.97,24,897,Active,0
LN02050,CUST08785,BR001,Vehicle,2024-11-22,150408.23,13.17,60,466,Approved,0
LN03535,CUST03109,BR037,Vehicle,2024-12-08,136213.6,17.96,60,758,Defaulted,1
LN04323,CUST02153,BR018,Home,2024-11-04,126386.29,17.18,36,873,Active,0
LN05625,CUST05308,BR043,Education,2025-11-30,411742.24,16.9,120,681,Defaulted,1
LN05559,CUST00790,BR042,Personal,2026-06-30,236149.19,7.94,120,874,Active,0
LN04379,CUST99999,BR018,Vehicle,2025-02-26,241409.1,11.72,120,663,Approved,0
LN04646,CUST03580,BR021,Home,2024-12-25,175362.6,7.49,12,871,Active,0
LN01372,CUST01389,BR004,Vehicle,2024-10-09,470714.75,6.72,12,613,Active,0
LN05000,CUST07189,BR000,Education,2026-03-28,452624.19,12.18,60,521,Active,0
LN02158,CUST04798,BR046,Education,2026-04-16,16702.05,13.45,36,415,Active,0
LN00026,CUST02747,BR008,Vehicle,2025-02-09,409248.08,17.94,12,840,Approved,0
LN00506,CUST05644,BR002,Vehicle,2024-09-14,237120.63,14.68,60,883,Rejected,0
LN05009,CUST04218,BR040,Education,2025-08-26,249698.18,17.83,36,776,Approved,0
LN05719,CUST01045,BR018,Personal,2026-02-03,398251.97,16.81,120,407,Approved,0
LN00984,CUST03756,BR000,Education,2024-10-18,-448804.86,8.05,12,724,Approved,0
LN04098,CUST02581,BR028,Personal,2026-06-18,44744.88,9.98,12,588,Defaulted,1
LN04595,CUST08551,BR005,Home,2025-11-26,490490.14,14.72,24,525,Active,0
LN01736,CUST02734,BR020,Education,2026-01-08,155698.44,7.06,36,489,Approved,0
LN03956,CUST06314,BR020,Home,2024-12-23,378140.57,7.09,120,774,Approved,0
LN03045,CUST06142,BR012,Education,2025-08-26,327873.72,13.49,36,444,Rejected,0
LN03732,CUST09280,BR031,Home,2026-07-10,384943.2,7.79,120,809,Active,0
LN01503,CUST09098,BR000,Vehicle,2025-10-07,94041.37,17.15,12,725,Approved,0
LN05938,CUST03565,BR014,Education,2025-07-18,312367.5,16.24,60,596,Rejected,0
LN00175,CUST07554,BR049,Education,2026-01-08,74965.27,9.82,120,618,Closed,0
LN00934,CUST01065,BR010,Education,2025-07-07,322321.52,13.08,120,451,Active,0
LN00945,CUST02712,BR048,Education,2024-12-16,294939.07,13.83,36,383,Active,0
LN00393,CUST09874,BR025,Vehicle,2025-01-13,45614.33,12.31,36,661,Approved,0
LN00573,CUST09347,BR006,Home,2025-11-11,404785.55,15.22,24,305,Defaulted,1
LN03110,CUST01098,BR012,Education,2025-10-05,341600.98,11.39,12,508,Defaulted,1
LN04882,CUST01311,BR008,Personal,2026-03-29,190817.2,13.45,120,608,Defaulted,1
LN02231,CUST09154,BR017,Vehicle,2025-11-29,150008.4,9.28,36,704,Rejected,0
LN03163,CUST09203,BR005,Education,2025-07-10,372512.6,12.02,12,692,Active,0
LN03968,CUST00504,BR025,Home,2024-10-24,309022.0,6.68,60,319,Approved,0
LN01803,CUST03072,BR005,Home,2025-03-30,179782.58,6.1,12,329,Closed,0
LN01804,CUST03124,BR025,Education,2025-12-06,389455.28,11.32,24,737,Active,0
LN05865,CUST08518,BR035,Personal,2024-10-07,426748.24,14.84,120,329,Defaulted,1
LN01267,CUST07119,BR004,Home,2025-08-07,333362.9,9.67,36,810,Active,0
LN04226,CUST05021,BR002,Education,2026-05-08,227637.95,12.35,120,568,Closed,0
LN01823,CUST01667,BR008,Personal,2024-10-27,199915.02,17.14,12,812,Rejected,0
LN03591,CUST09523,BR043,Education,2025-10-17,267992.65,13.33,60,517,Defaulted,1
LN03636,CUST02763,BR034,Home,2024-10-31,324451.15,17.75,60,376,Rejected,0
LN04840,CUST05901,BR000,Education,2025-05-09,351705.45,10.05,120,807,Approved,0
LN00723,CUST09550,BR004,Education,2025-05-19,86400.07,15.01,36,780,Closed,0
LN01280,CUST07124,BR026,Vehicle,2026-02-02,425417.23,11.77,24,645,Approved,0
LN01329,CUST02032,BR019,Education,2026-05-16,311763.51,16.75,120,784,Active,0
LN04831,CUST01827,BR033,Education,2025-09-14,46650.36,15.26,120,432,Active,0
LN01387,CUST02466,BR009,Vehicle,2025-09-24,287114.07,15.06,120,320,Approved,0
LN04144,CUST08706,BR034,Personal,2026-02-03,311737.0,15.3,60,408,Defaulted,1
LN01221,CUST07715,BR033,Vehicle,2025-04-16,230366.38,13.76,120,838,Rejected,0
LN02329,CUST03083,BR023,Education,2024-10-21,485687.59,13.25,36,684,Approved,0
LN04234,CUST07212,BR024,Home,2025-12-13,234649.13,14.69,120,532,Closed,0
LN05961,CUST05471,BR012,Vehicle,2025-04-08,167299.71,13.42,24,394,Active,0
LN00338,CUST08096,BR005,Home,2025-07-24,425107.15,6.11,120,811,Rejected,0
LN02836,CUST06993,BR011,Education,2024-10-03,387314.93,11.31,12,674,Defaulted,1
LN02402,CUST08329,BR044,Vehicle,2026-01-23,180566.82,10.63,12,675,Defaulted,1
LN04970,CUST05543,BR028,Home,2025-07-17,223994.05,8.64,24,698,Approved,0
LN05083,CUST04085,BR021,Home,2026-07-10,461174.76,12.69,24,484,Approved,0
LN00254,CUST09637,BR044,Home,2026-03-30,219070.25,9.15,120,367,Closed,0
LN03962,CUST03893,BR029,Vehicle,2025-01-03,151537.05,6.21,36,838,Active,0
LN00667,CUST03925,BR016,Home,2024-12-06,219450.76,12.18,120,801,Active,0
LN04250,CUST09076,BR040,Personal,2025-08-15,272103.34,7.17,24,358,Defaulted,1
LN02389,CUST05237,BR009,Home,2025-06-17,134626.64,7.63,12,427,Active,0
LN00125,CUST01484,BR000,Vehicle,2026-04-27,-129591.09,7.52,36,805,Closed,0
LN01776,CUST09110,BR025,Personal,2024-12-06,13553.69,10.46,120,835,Active,0
LN03473,CUST08345,BR039,Vehicle,2026-04-03,158707.26,12.18,120,393,Defaulted,1
LN02376,CUST00867,BR041,Home,2024-11-12,377690.57,8.07,24,412,Approved,0
LN00275,CUST01218,BR007,Home,2026-04-17,348991.11,12.2,36,301,Rejected,0
LN03359,CUST02606,BR034,Home,2025-04-06,495331.12,7.69,120,499,Closed,0
LN04086,CUST09166,BR044,Education,2026-04-15,279345.29,16.38,36,306,Approved,0
LN04696,CUST09499,BR025,Home,2024-12-27,301304.2,8.46,120,305,Defaulted,1
LN04026,CUST06457,BR013,Personal,2026-06-28,80215.04,14.65,12,550,Rejected,0
LN00133,CUST01757,BR013,Personal,2025-07-16,407000.87,14.7,120,377,Active,0
LN02184,CUST08433,BR031,Personal,2025-10-22,143015.72,6.22,24,548,Defaulted,1
LN04706,CUST06726,BR002,Home,2026-05-18,469358.92,16.8,12,562,Closed,0
LN00613,CUST01256,BR008,Vehicle,2026-04-03,388186.79,9.6,60,892,Defaulted,1
LN03873,CUST08758,BR022,Home,2025-06-14,209723.18,9.14,60,830,Active,0
LN04216,CUST09136,BR034,Personal,2025-04-04,447015.42,11.86,36,489,Defaulted,1
LN03565,CUST05754,BR013,Home,2026-04-17,114916.96,9.61,12,851,Closed,0
LN01399,CUST01640,BR033,Personal,2025-07-24,477113.27,13.03,120,443,Active,0
LN04328,CUST04774,BR045,Education,2025-07-16,66744.4,16.28,24,570,Rejected,0
LN04389,CUST04820,BR025,Personal,2025-01-03,201803.65,12.88,36,593,Defaulted,1
LN05621,CUST07037,BR043,Personal,2026-06-13,257847.23,13.94,24,837,Rejected,0
LN00429,CUST02141,BR013,Education,2025-10-25,328679.12,15.88,36,750,Defaulted,1
LN05853,CUST00585,BR041,Vehicle,2025-10-29,186410.26,9.72,120,312,Rejected,0
LN04280,CUST00861,BR016,Personal,2026-06-04,118422.3,11.35,60,442,Defaulted,1
LN01849,CUST07010,BR031,Home,2026-03-02,132766.77,7.66,120,580,Active,0
LN01982,CUST09777,BR029,Personal,2025-09-23,82497.82,10.3,36,462,Approved,0
LN05344,CUST07080,BR013,Education,2026-08-26,126108.62,13.48,36,871,Defaulted,1
LN00092,CUST09687,BR027,Home,2025-08-26,207349.27,10.22,24,389,Active,0
LN02783,CUST01455,BR002,Vehicle,2024-11-26,29845.34,17.02,60,510,Closed,0
LN05345,CUST08611,BR025,Vehicle,2025-11-27,374505.19,8.29,12,504,Active,0
LN03469,CUST03162,BR012,Education,2025-03-26,233931.13,8.4,120,599,Approved,0
LN04429,CUST01117,BR006,Home,2024-12-01,316122.34,11.62,12,425,Closed,0
LN02685,CUST05626,BR014,Personal,2025-06-12,110178.72,12.45,12,486,Active,0
LN02038,CUST07574,BR014,Home,2025-03-24,132343.72,6.91,12,474,Active,0
LN05160,CUST08989,BR002,Home,2025-03-17,254236.5,7.57,60,896,Active,0
LN04371,CUST02785,BR015,Vehicle,2025-02-27,469515.94,8.82,12,764,Approved,0
LN03989,CUST02581,BR033,Education,2025-04-18,142301.22,7.05,12,826,Approved,0
LN01488,CUST08213,BR003,Home,2025-12-17,267559.2,10.6,12,634,Active,0
LN01499,CUST05043,BR031,Education,2025-07-27,42544.04,8.96,120,484,Defaulted,1
LN01341,CUST03760,BR029,Education,2025-05-02,39776.94,10.94,120,317,Defaulted,1
LN02086,CUST07967,BR005,Personal,2025-03-01,400324.66,12.64,120,803,Defaulted,1
LN03843,CUST03644,BR030,Home,2026-08-13,450146.95,6.22,36,852,Rejected,0
LN01458,CUST03998,BR029,Vehicle,2025-11-10,93133.93,15.2,24,374,Defaulted,1
LN04756,CUST07701,BR018,Education,2025-06-01,474980.66,16.79,60,474,Closed,0
LN02958,CUST06139,BR015,Personal,2026-01-17,30810.75,8.7,24,594,Approved,0
LN05732,CUST01505,BR035,Personal,2024-10-12,202656.75,16.7,60,503,Rejected,0
LN00596,CUST00504,BR047,Vehicle,2026-07-19,170892.52,14.42,120,467,Closed,0
LN02466,CUST05591,BR027,Home,2025-03-02,275198.11,11.99,36,559,Defaulted,1
LN01032,CUST09524,BR037,Home,2026-03-17,124453.75,13.48,60,774,Approved,0
LN02270,CUST07697,BR025,Education,2024-11-06,466204.01,7.18,12,329,Rejected,0
LN04847,CUST06940,BR026,Personal,2026-06-01,177811.55,12.75,24,845,Closed,0
LN05556,CUST00198,BR018,Education,2026-03-07,417918.52,11.56,24,852,Rejected,0
LN01843,CUST09108,BR038,Education,2024-12-22,269650.6,16.62,12,344,Defaulted,1
LN04445,CUST02786,BR003,Education,2026-05-20,55520.86,17.05,36,438,Defaulted,1
LN02820,CUST09324,BR011,Personal,2024-12-27,417258.09,14.05,60,641,Rejected,0
LN02898,CUST03134,BR030,Home,2026-08-01,471536.17,15.24,24,428,Defaulted,1
LN01481,CUST01265,BR014,Education,2025-03-16,359163.19,11.52,36,393,Defaulted,1
LN00422,CUST04249,BR000,Vehicle,2024-10-22,56812.74,14.09,120,714,Approved,0
LN01414,CUST03972,BR047,Vehicle,2024-12-07,227630.66,12.79,12,595,Closed,0
LN02373,CUST00541,BR002,Personal,2026-06-20,458688.76,6.56,12,358,Defaulted,1
LN03918,CUST00146,BR048,Personal,2026-01-29,156995.82,12.18,120,545,Closed,0
LN03539,CUST01849,BR046,Personal,2025-04-25,230189.28,14.92,60,523,Active,0
LN05996,CUST06250,BR012,Vehicle,2025-01-12,63341.62,15.73,24,597,Defaulted,1
LN00743,CUST05971,BR015,Vehicle,2026-06-17,416985.83,12.18,36,844,Rejected,0
LN00428,CUST05188,BR034,Personal,2026-07-02,171609.75,15.72,120,833,Closed,0
LN01445,CUST03738,BR021,Vehicle,2026-03-04,458200.91,10.93,120,470,Closed,0
LN04485,CUST08464,BR005,Home,2026-02-10,32759.92,13.84,60,453,Defaulted,1
LN01525,CUST04179,BR013,Vehicle,2025-06-27,360766.51,8.08,36,307,Defaulted,1
LN02814,CUST05002,BR015,Personal,2025-10-11,226630.84,16.01,24,477,Active,0
LN02662,CUST06115,BR028,Education,2026-02-06,347776.02,16.35,120,466,Defaulted,1
LN02788,CUST05093,BR035,Home,2025-05-04,401916.43,14.68,120,523,Active,0
LN00894,CUST02219,BR040,Home,2025-07-27,493314.34,10.74,24,767,Rejected,0
LN03760,CUST00369,BR005,Vehicle,2024-10-25,423261.91,12.78,12,893,Defaulted,1
LN01397,CUST01380,BR048,Education,2025-01-10,295239.47,7.25,60,589,Defaulted,1
LN02797,CUST03828,BR041,Vehicle,2025-08-21,476034.43,10.87,12,713,Active,0
LN01838,CUST02772,BR015,Vehicle,2024-12-07,99440.46,15.28,24,460,Active,0
LN02774,CUST08921,BR037,Vehicle,2025-08-03,25491.36,11.0,60,813,Approved,0
LN01352,CUST08173,BR016,Education,2026-07-30,357224.0,16.57,120,449,Approved,0
LN03067,CUST04117,BR016,Home,2026-04-21,416406.11,9.99,60,645,Closed,0
LN04404,CUST05447,BR003,Home,2025-05-08,375418.15,12.35,24,363,Active,0
LN05455,CUST02580,BR024,Home,2026-04-04,372251.92,15.13,60,607,Active,0
LN02560,CUST06971,BR016,Personal,2026-04-23,180111.75,17.67,36,590,Defaulted,1
LN03609,CUST06033,BR030,Vehicle,2025-08-28,459507.37,14.88,60,551,Closed,0
LN00015,CUST05051,BR040,Home,2025-12-10,246032.92,11.86,36,724,Approved,0
LN02368,CUST03390,BR045,Home,2024-10-26,300697.14,15.11,60,588,Defaulted,1
LN01773,CUST06638,BR035,Education,2026-07-16,278872.61,15.43,36,533,Approved,0
LN05526,CUST00271,BR039,Education,2026-03-30,82177.66,13.29,24,573,Active,0
LN02997,CUST08017,BR046,Education,2025-10-03,445714.87,11.98,36,509,Approved,0
LN01172,CUST08996,BR044,Education,2025-03-06,476686.14,12.97,24,843,Active,0
LN04413,CUST04876,BR014,Vehicle,2024-11-22,197117.16,12.26,120,387,Active,0
LN00843,CUST01761,BR013,Personal,2026-08-01,116656.28,12.82,12,438,Active,0
LN05142,CUST04213,BR005,Personal,2025-11-19,115572.11,12.45,60,742,Rejected,0
LN05966,CUST02883,BR021,Personal,2025-07-13,324328.86,12.18,24,617,Defaulted,1
LN05707,CUST07265,BR010,Personal,2026-01-16,369185.57,10.76,120,603,Approved,0
LN05883,CUST06678,BR043,Vehicle,2026-04-10,257715.44,17.69,12,473,Active,0
LN02204,CUST04940,BR040,Home,2025-09-29,46318.4,9.9,60,657,Approved,0
LN03021,CUST01960,BR006,Personal,2025-11-29,395625.14,12.18,120,378,Defaulted,1
LN05376,CUST02038,BR013,Vehicle,2025-09-15,77009.96,8.91,12,383,Defaulted,1
LN02399,CUST09028,BR034,Home,2024-10-18,181844.14,9.92,36,751,Approved,0
LN00281,CUST03446,BR017,Education,2025-07-14,353848.21,11.7,36,525,Defaulted,1
LN01858,CUST04760,BR006,Home,2026-01-29,13969.46,7.48,24,721,Closed,0
LN01325,CUST09996,BR029,Personal,2024-12-27,443390.94,12.97,12,724,Rejected,0
LN04174,CUST02961,BR042,Vehicle,2024-11-26,441370.62,17.12,60,405,Approved,0
LN01180,CUST01622,BR048,Vehicle,2026-04-23,35884.08,11.07,120,453,Rejected,0
LN05064,CUST01986,BR019,Vehicle,2026-07-07,292829.1,8.36,60,787,Approved,0
LN01035,CUST06456,BR037,Home,2025-12-11,274222.96,13.19,24,686,Rejected,0
LN02074,CUST02530,BR012,Personal,2024-10-17,152944.7,14.25,60,580,Active,0
LN01930,CUST03273,BR015,Home,2024-12-02,116057.11,11.34,24,649,Approved,0
LN02308,CUST03727,BR012,Vehicle,2026-02-19,448171.74,15.05,24,568,Closed,0
LN05639,CUST09836,BR020,Vehicle,2025-03-29,378294.07,11.54,24,334,Rejected,0
LN05005,CUST08386,BR005,Personal,2024-11-13,287661.48,14.28,120,604,Approved,0
LN05989,CUST08926,BR020,Vehicle,2026-06-15,380677.09,13.58,120,711,Defaulted,1
LN04117,CUST05669,BR049,Personal,2024-11-22,207800.09,6.33,36,671,Defaulted,1
LN03139,CUST03701,BR002,Home,2025-06-19,18520.48,11.64,60,472,Rejected,0
LN01787,CUST09206,BR035,Personal,2026-06-26,69562.75,12.82,24,883,Defaulted,1
LN05214,CUST05185,BR007,Home,2024-11-05,339403.73,12.18,12,629,Defaulted,1
LN04892,CUST06792,BR020,Vehicle,2024-11-12,277998.08,12.18,12,784,Active,0
LN01871,CUST05243,BR026,Home,2025-08-19,359001.96,10.84,12,776,Approved,0
LN01252,CUST06960,BR032,Personal,2025-07-28,223155.84,16.91,60,883,Closed,0
LN02232,CUST01827,BR047,Home,2025-08-07,436034.97,15.55,36,695,Closed,0
LN00509,CUST05917,BR021,Vehicle,2025-11-12,144345.19,10.92,120,540,Defaulted,1
LN01878,CUST06012,BR003,Vehicle,2025-11-04,331642.44,11.22,60,621,Active,0
LN01707,CUST03216,BR008,Vehicle,2025-12-23,99520.46,7.06,120,393,Closed,0
LN04710,CUST04198,BR015,Education,2025-07-17,464530.98,15.25,36,725,Approved,0
LN00652,CUST07026,BR010,Education,2025-04-12,201467.67,14.06,36,565,Approved,0
LN00417,CUST09662,BR017,Education,2026-04-02,315518.83,12.57,24,387,Active,0
LN03046,CUST02819,BR039,Education,2024-11-03,201196.02,12.18,120,349,Closed,0
LN04986,CUST02172,BR033,Education,2025-10-29,266376.83,8.45,60,731,Defaulted,1
LN00889,CUST99999,BR016,Education,2025-07-27,87267.45,16.81,24,632,Approved,0
LN04923,CUST09099,BR025,Home,2025-07-04,496018.53,17.29,12,840,Rejected,0
LN03158,CUST01589,BR048,Education,2026-02-18,478550.84,6.69,120,335,Closed,0
LN02193,CUST02247,BR040,Education,2025-02-13,136909.24,15.31,24,599,Rejected,0
LN05327,CUST03496,BR036,Education,2025-02-08,479559.96,10.64,60,857,Defaulted,1
LN02220,CUST08964,BR045,Home,2025-07-13,88970.21,16.31,24,777,Approved,0
LN00657,CUST02871,BR017,Vehicle,2025-06-07,249028.61,17.43,60,527,Closed,0
LN05337,CUST03440,BR016,Home,2026-05-29,307861.03,9.85,120,738,Active,0
LN03133,CUST01238,BR017,Personal,2026-07-25,263160.66,12.92,24,522,Approved,0
LN03736,CUST04757,BR035,Education,2025-10-04,166356.72,16.5,12,816,Approved,0
LN05750,CUST02925,BR034,Home,2026-05-28,344032.25,14.53,12,353,Defaulted,1
LN05546,CUST04616,BR034,Vehicle,2025-01-22,142707.75,13.52,24,694,Approved,0
LN01649,CUST01927,BR044,Home,2025-09-29,94501.4,6.53,12,343,Active,0
LN05394,CUST07607,BR029,Home,2025-07-02,55694.89,11.2,12,873,Closed,0
LN00727,CUST07648,BR005,Vehicle,2025-11-12,331513.36,9.21,24,648,Active,0
LN04762,CUST00972,BR040,Vehicle,2024-11-24,110713.85,8.29,24,496,Approved,0
LN00325,CUST00569,BR031,Vehicle,2025-09-10,279086.29,11.14,60,847,Closed,0
LN02904,CUST03361,BR005,Vehicle,2026-08-29,186795.34,17.83,12,424,Defaulted,1
LN02355,CUST04966,BR038,Personal,2026-08-04,14510.78,7.08,24,349,Closed,0
LN05931,CUST04151,BR011,Vehicle,2025-10-13,461430.34,8.51,24,401,Defaulted,1
LN03731,CUST07619,BR013,Personal,2026-04-16,196854.55,9.07,60,435,Active,0
LN05169,CUST06719,BR028,Personal,2026-01-14,484925.64,10.97,120,819,Active,0
LN01529,CUST00933,BR000,Personal,2026-07-15,10917.64,7.32,60,321,Rejected,0
LN00659,CUST07409,BR000,Home,2025-10-08,114822.21,7.05,12,745,Rejected,0
LN05768,CUST06001,BR033,Personal,2025-11-26,434033.41,9.17,120,753,Defaulted,1
LN02287,CUST09678,BR019,Education,2024-11-26,425880.8,12.37,120,829,Active,0
LN03495,CUST08275,BR025,Vehicle,2025-01-29,38018.03,9.38,36,327,Rejected,0
LN04265,CUST08954,BR044,Home,2025-05-10,260795.6,16.36,60,624,Closed,0
LN04503,CUST05869,BR028,Personal,2026-06-02,445476.59,8.79,12,300,Rejected,0
LN03811,CUST08685,BR021,Home,2025-05-22,228206.61,9.91,120,372,Active,0
LN01504,CUST07813,BR031,Home,2025-04-03,286776.09,11.34,24,748,Approved,0
LN03100,CUST08392,BR005,Home,2025-09-30,133045.02,8.51,36,677,Defaulted,1
LN01429,CUST01591,BR009,Home,2025-06-16,499433.97,17.64,24,392,Defaulted,1
LN04104,CUST02875,BR049,Vehicle,2025-05-23,364286.87,16.92,60,413,Closed,0
LN02275,CUST06381,BR028,Vehicle,2025-10-09,481926.18,17.01,24,828,Active,0
LN00068,CUST09467,BR037,Vehicle,2025-11-10,289664.43,9.45,24,519,Defaulted,1
LN05518,CUST05051,BR035,Home,2025-07-12,479691.46,10.72,60,477,Approved,0
LN04958,CUST09589,BR013,Home,2024-10-24,276043.83,15.23,60,492,Active,0
LN03570,CUST01104,BR032,Home,2025-10-21,129068.82,12.74,60,896,Closed,0
LN01457,CUST09766,BR017,Education,2024-09-18,143731.65,12.08,120,353,Defaulted,1
LN03719,CUST02600,BR021,Vehicle,2026-02-11,143607.32,12.63,60,801,Approved,0
LN02453,CUST05347,BR048,Education,2026-02-10,300547.59,7.98,60,501,Closed,0
LN01296,CUST03042,BR014,Personal,2025-03-06,258165.95,17.94,12,724,Defaulted,1
LN00979,CUST07863,BR024,Vehicle,2024-11-10,240672.51,7.23,36,385,Rejected,0
LN00222,CUST02976,BR027,Education,2026-01-17,40886.49,9.03,36,899,Defaulted,1
LN03950,CUST05126,BR016,Home,2026-06-05,105977.37,6.64,12,324,Active,0
LN01177,CUST07184,BR045,Personal,2024-12-09,283774.47,12.14,120,398,Closed,0
LN01929,CUST07227,BR019,Education,2025-01-21,407531.54,16.56,60,699,Rejected,0
LN05456,CUST07257,BR037,Personal,2026-03-03,458931.7,13.29,120,603,Closed,0
LN00077,CUST09268,BR034,Vehicle,2025-02-04,74645.61,15.42,24,405,Approved,0
LN01424,CUST09516,BR005,Personal,2025-09-01,284655.87,10.9,36,841,Active,0
LN00600,CUST00823,BR042,Education,2025-01-06,247774.09,16.23,36,596,Closed,0
LN00703,CUST04363,BR024,Personal,2026-02-10,394014.46,13.18,12,757,Active,0
LN05497,CUST09856,BR005,Home,2026-05-24,118405.32,15.24,24,618,Closed,0
LN05806,CUST00240,BR006,Education,2026-06-17,146646.72,8.41,24,823,Active,0
LN02432,CUST01619,BR032,Education,2025-12-14,425132.65,17.59,60,882,Closed,0
LN05124,CUST03957,BR007,Education,2024-10-13,64462.44,8.94,120,524,Approved,0
LN02617,CUST06299,BR035,Vehicle,2025-02-22,405042.73,9.42,60,886,Active,0
LN05296,CUST00924,BR007,Home,2025-03-21,413066.03,14.68,120,495,Approved,0
LN03667,CUST07236,BR033,Home,2025-06-05,180767.84,17.48,36,777,Active,0
LN02944,CUST02309,BR040,Personal,2024-12-14,445749.88,10.08,12,673,Rejected,0
LN01921,CUST04815,BR000,Personal,2024-09-10,117400.33,17.99,36,559,Closed,0
LN02863,CUST00386,BR020,Education,2025-11-18,29566.77,10.07,36,879,Defaulted,1
LN02174,CUST00016,BR049,Home,2025-10-10,294878.6,8.44,24,374,Rejected,0
LN04119,CUST09867,BR029,Education,2025-03-07,459719.86,10.75,36,889,Closed,0
LN01015,CUST99999,BR027,Education,2026-04-11,211829.76,15.93,12,351,Rejected,0
LN00057,CUST03073,BR005,Home,2025-12-20,90478.12,12.18,120,677,Approved,0
LN03754,CUST02093,BR004,Personal,2026-02-02,362958.9,14.94,24,556,Active,0
LN04716,CUST09673,BR008,Personal,2026-07-21,197915.92,16.54,36,530,Defaulted,1
LN04972,CUST04683,BR031,Personal,2026-01-18,35863.84,6.48,120,770,Approved,0
LN05784,CUST09017,BR042,Education,2025-11-25,249948.12,15.57,24,680,Active,0
LN05510,CUST07016,BR035,Education,2026-06-27,129293.62,8.32,24,567,Closed,0
LN01017,CUST05732,BR017,Education,2024-12-05,207974.68,16.21,36,620,Closed,0
LN05248,CUST09756,BR008,Personal,2025-09-04,451554.31,13.31,36,645,Closed,0
LN00750,CUST01906,BR032,Personal,2025-12-02,149552.18,17.35,36,330,Closed,0
LN01214,CUST06766,BR019,Home,2026-07-14,206291.73,10.77,60,687,Rejected,0
LN05343,CUST03917,BR011,Personal,2025-01-16,271661.13,15.77,120,565,Rejected,0
LN05882,CUST05398,BR028,Education,2024-10-16,344050.62,8.46,60,526,Defaulted,1
LN04876,CUST00931,BR037,Personal,2026-08-05,444353.67,9.9,12,840,Rejected,0
LN02826,CUST03321,BR030,Vehicle,2024-10-05,478684.08,17.06,12,519,Closed,0
