account_id,customer_id,branch_id,account_type,account_open_date,initial_balance,account_status
ACC10249,CUST04903,BR003,Savings,2025-02-22,29385.78,Active
ACC06355,CUST02798,BR024,Current,2024-03-22,2612.43,Dormant
ACC08463,CUST02774,BR005,Savings,2024-05-20,57230.04,Dormant
ACC05691,CUST05950,BR005,Salary,2025-04-23,506.72,Active
ACC06313,CUST01184,BR000,Savings,2025-03-21,82317.18,Active
ACC03385,CUST03467,BR021,Current,2025-07-07,-17144.83,Active
ACC08456,CUST02703,BR011,Savings,2026-01-27,53507.82,Closed
ACC10943,CUST04325,BR000,Savings,2025-05-12,44684.32,Dormant
ACC08116,CUST02580,BR049,Salary,2024-05-31,91676.96,Dormant
ACC01688,CUST08441,BR000,Salary,2024-01-07,30093.2,Closed
ACC06961,CUST05786,BR027,Salary,2025-05-11,11371.82,Active
ACC10921,CUST09321,BR013,Salary,2024-01-28,71049.01,Active
ACC10093,CUST01567,BR043,Savings,2023-11-30,16577.11,Closed
ACC05872,CUST03245,BR040,Salary,2025-08-21,40562.79,Closed
ACC01334,CUST03088,BR014,Salary,2025-09-05,86824.21,Closed
ACC03409,CUST02311,BR035,Current,2026-03-24,12170.3,Dormant
ACC11709,CUST00727,BR026,Savings,2023-10-31,53383.38,Active
ACC09553,CUST06079,BR001,Salary,2025-08-30,38068.08,Dormant
ACC10102,CUST07512,BR017,Salary,2025-12-13,58750.17,Active
ACC00783,CUST04483,BR025,Savings,2025-07-05,85003.94,Active
ACC05404,CUST05691,BR040,Salary,2026-01-08,30367.98,Closed
ACC10559,CUST02461,BR024,Current,2024-02-18,54286.72,Dormant
ACC01459,CUST03740,BR031,Current,2026-03-11,57854.44,Active
ACC00949,CUST01696,BR038,Current,2026-03-11,71312.24,Active
ACC11554,CUST00249,BR035,Salary,2026-06-05,28428.82,Dormant
ACC11853,CUST03109,BR012,Current,2024-10-17,31354.47,Closed
ACC10469,CUST08058,BR040,Current,2025-08-30,83890.05,Dormant
ACC03767,CUST05124,BR033,Current,2025-06-28,35711.19,Closed
ACC06536,CUST04838,BR032,Savings,2023-11-01,33778.25,Dormant
ACC10159,CUST05671,BR018,Savings,2023-11-28,3416.69,Active
ACC09500,CUST04336,BR030,Savings,2024-10-30,64832.99,Active
ACC09740,CUST01275,BR035,Current,2025-10-14,97669.22,Dormant
ACC05801,CUST05227,BR038,Salary,2024-07-18,70593.96,Active
ACC10294,CUST03777,BR029,Savings,2025-05-01,30945.8,Dormant
ACC02017,CUST09180,BR022,Savings,2025-11-30,28797.24,Closed
ACC09905,CUST04709,BR046,Salary,2026-05-23,91887.71,Closed
ACC09209,CUST07724,BR031,Current,2026-02-19,87810.78,Dormant
ACC02056,CUST04017,BR020,Savings,2024-04-05,65829.44,Closed
ACC07452,CUST09940,BR015,Savings,2025-08-12,17664.3,Closed
ACC09467,CUST02673,BR036,Savings,2025-05-20,55261.01,Dormant
ACC00750,CUST08726,BR043,Savings,2026-08-30,63632.29,Dormant
ACC07230,CUST06806,BR033,Savings,2024-03-01,68534.2,Active
ACC05794,CUST02919,BR047,Salary,2026-03-25,48832.52,Dormant
ACC04452,CUST01121,BR010,Savings,2025-02-04,63314.73,Active
ACC03435,CUST04557,BR049,Current,2024-04-15,17876.57,Dormant
ACC11434,CUST03314,BR014,Savings,2025-11-24,96549.08,Active
ACC00868,CUST05517,BR000,Current,2025-02-03,37485.77,Closed
ACC02261,CUST03234,BR027,Current,2024-07-09,54361.85,Active
ACC08401,CUST05133,BR040,Savings,2024-03-01,88890.15,Dormant
ACC03910,CUST00511,BR025,Salary,2023-10-16,76192.49,Active
ACC00591,CUST00858,BR015,Savings,2023-12-31,55902.54,Dormant
ACC08769,CUST02127,BR044,Current,2024-02-14,45136.93,Active
ACC09916,CUST09800,BR031,Salary,2024-02-27,7004.67,Dormant
ACC05732,CUST03607,BR020,Salary,2026-02-02,41456.67,Dormant
ACC07768,CUST00490,BR010,Salary,2026-05-28,57081.59,Closed
ACC06645,CUST04866,BR006,Current,2024-04-05,60651.85,Closed
ACC06275,CUST02234,BR007,Current,2024-10-26,21903.13,Active
ACC00074,CUST03219,BR015,Current,2025-03-28,94391.25,Active
ACC09584,CUST07881,BR015,Current,2024-06-22,57086.98,Closed
ACC00364,CUST09819,BR031,Current,2023-09-23,86059.64,Dormant
ACC08198,CUST02198,BR034,Salary,2026-05-10,59604.14,Closed
ACC04199,CUST07283,BR023,Savings,2024-03-24,74147.2,Dormant
ACC08406,CUST06910,BR014,Savings,2026-01-11,80854.25,Closed
ACC05227,CUST04121,BR043,Savings,2023-12-31,82469.74,Closed
ACC03157,CUST02081,BR034,Current,2024-01-22,51953.17,Dormant
ACC00973,CUST02708,BR028,Savings,2026-03-19,-22649.98,Dormant
ACC07138,CUST02035,BR035,Savings,2025-06-14,18329.67,Dormant
ACC07834,CUST01679,BR005,Salary,2023-12-26,9250.47,Closed
ACC11184,CUST00469,BR034,Salary,2025-12-24,12646.07,Closed
ACC04493,CUST02692,BR007,Savings,2025-12-01,5155.79,Closed
ACC06227,CUST09785,BR038,Savings,2024-10-30,60441.53,Dormant
ACC06555,CUST09064,BR033,Savings,2026-02-12,38637.9,Dormant
ACC09520,CUST07255,BR036,Salary,2026-08-10,2095.22,Active
ACC05467,CUST06471,BR041,Current,2024-11-17,33079.69,Active
ACC01765,CUST07247,BR016,Savings,2026-03-15,13820.77,Dormant
ACC07439,CUST08471,BR031,Salary,2025-10-15,48842.63,Active
ACC00640,CUST05511,BR024,Current,2026-05-09,80634.42,Dormant
ACC10946,CUST02870,BR018,Current,2024-09-15,80417.02,Active
ACC04123,CUST01487,BR000,Savings,2024-09-10,1774.33,Closed
ACC01827,CUST06502,BR035,Current,2024-02-02,3367.13,Active
ACC11585,CUST00335,BR008,Savings,2024-06-29,22534.5,Dormant
ACC07477,CUST01687,BR026,Salary,2023-12-14,69120.57,Closed
ACC06430,CUST06367,BR007,Savings,2023-11-16,-89558.58,Closed
ACC09932,CUST04812,BR039,Savings,2025-02-16,74955.88,Dormant
ACC06396,CUST04395,BR037,Current,2025-04-01,65430.79,Closed
ACC06910,CUST02038,BR037,Salary,2025-01-07,13508.83,Closed
ACC05421,CUST09754,BR009,Current,2026-06-23,94069.45,Closed
ACC01259,CUST08887,BR023,Current,2024-01-01,80213.3,Closed
ACC10386,CUST06216,BR022,Current,2025-12-14,96677.33,Dormant
ACC05253,CUST02065,BR005,Savings,2026-01-28,93577.89,Active
ACC04489,CUST09097,BR025,Savings,2025-01-04,94640.62,Dormant
ACC06170,CUST99999,BR011,Savings,2025-03-01,74450.41,Active
ACC00907,CUST01498,BR023,Salary,2024-03-23,23461.16,Active
ACC01422,CUST00063,BR021,Salary,2025-08-15,27315.89,Closed
ACC10223,CUST08427,BR049,Current,2025-04-21,9936.55,Closed
ACC03068,CUST02351,BR046,Current,2024-02-04,16308.83,Closed
ACC04816,CUST08235,BR004,Salary,2025-10-21,12649.57,Closed
ACC08043,CUST01347,BR009,Salary,2023-11-14,90993.95,Dormant
ACC08108,CUST02197,BR038,Savings,2026-02-08,14455.07,Active
ACC11603,CUST04685,BR011,Salary,2024-04-20,13792.96,Active
ACC10274,CUST07269,BR000,Salary,2026-01-19,42823.41,Active
ACC03523,CUST07421,BR014,Current,2026-05-18,64508.37,Dormant
ACC05437,CUST09317,BR044,Savings,2024-05-02,82778.75,Closed
ACC02144,CUST07846,BR018,Salary,2025-03-24,96075.99,Active
ACC05809,CUST00784,BR014,Salary,2025-11-18,19917.62,Active
ACC09276,CUST03485,BR001,Savings,2025-10-15,14275.79,Closed
ACC07087,CUST07030,BR014,Salary,2024-04-05,69928.82,Dormant
ACC10649,CUST00524,BR032,Salary,2025-12-18,61375.9,Active
ACC05243,CUST05689,BR033,Savings,2024-08-05,10888.92,Active
ACC02645,CUST08719,BR011,Current,2026-07-14,31799.42,Dormant
ACC03109,CUST06152,BR032,Savings,2024-02-07,84532.37,Dormant
ACC05769,CUST00368,BR046,Savings,2026-08-07,79878.91,Closed
ACC11971,CUST07919,BR042,Salary,2024-08-29,53202.57,Closed
ACC04945,CUST00760,BR019,Savings,2026-06-01,23966.38,Closed
ACC06160,CUST99999,BR007,Savings,2025-08-18,15735.5,Active
ACC09864,CUST01600,BR039,Current,2026-01-16,36023.36,Dormant
ACC02271,CUST00702,BR018,Current,2025-10-28,65186.0,Active
ACC07566,CUST04634,BR047,Current,2024-04-16,59846.91,Active
ACC09423,CUST05313,BR041,Current,2026-07-26,77095.45,Active
ACC10521,CUST02083,BR017,Savings,2024-12-04,54819.08,Active
ACC11571,CUST07842,BR024,Current,2026-03-16,9231.69,Closed
ACC10485,CUST07066,BR005,Current,2023-09-28,27516.89,Dormant
ACC09689,CUST07697,BR041,Current,2026-06-12,75100.01,Dormant
ACC04028,CUST00848,BR046,Salary,2026-03-01,64307.37,Dormant
ACC00769,CUST03021,BR043,Savings,2026-03-16,99170.12,Closed
ACC10085,CUST07450,BR005,Current,2024-03-19,37931.53,Active
ACC04314,CUST08602,BR034,Salary,2026-03-29,49711.04,Closed
ACC02600,CUST03990,BR020,Current,2023-11-04,64365.15,Dormant
ACC01359,CUST06359,BR041,Savings,2026-07-23,28688.63,Closed
ACC05238,CUST02595,BR031,Savings,2025-12-21,63434.51,Closed
ACC00192,CUST06191,BR014,Salary,2024-01-20,67619.48,Closed
ACC11204,CUST02629,BR004,Savings,2026-05-21,32824.75,Dormant
ACC06177,CUST01067,BR024,Current,2025-03-30,47320.39,Dormant
ACC02966,CUST01216,BR004,Salary,2026-08-07,1155.72,Active
ACC09256,CUST09574,BR006,Current,2026-03-29,42335.78,Dormant
ACC09345,CUST01568,BR008,Savings,2025-10-13,79108.61,Closed
ACC01456,CUST02558,BR038,Savings,2023-10-02,71527.31,Dormant
ACC04707,CUST00051,BR028,Salary,2025-07-07,61875.24,Closed
ACC09709,CUST01737,BR017,Salary,2024-08-15,64031.3,Dormant
ACC07456,CUST09474,BR022,Savings,2026-04-22,66997.01,Closed
ACC11806,CUST04532,BR049,Savings,2026-01-01,73803.37,Active
ACC11301,CUST08757,BR004,Salary,2026-05-22,11527.14,Dormant
ACC02997,CUST04006,BR032,Current,2025-11-02,-72674.85,Dormant
ACC02909,CUST00986,BR028,Current,2024-07-29,73123.72,Closed
ACC09541,CUST05461,BR037,Savings,2024-12-11,41660.97,Closed
ACC04853,CUST02003,BR000,Salary,2024-12-11,72022.33,Closed
ACC07766,CUST02984,BR030,Savings,2026-07-01,88581.95,Closed
ACC00355,CUST08165,BR000,Current,2024-10-25,18950.41,Closed
ACC07968,CUST07124,BR044,Savings,2026-01-15,87269.36,Closed
ACC00901,CUST08670,BR043,Current,2024-11-08,65482.18,Active
ACC05926,CUST01035,BR040,Savings,2024-03-13,96733.83,Closed
ACC07885,CUST02885,BR017,Savings,2025-10-07,55559.54,Dormant
ACC02042,CUST06099,BR010,Salary,2025-02-06,70658.67,Active
ACC04220,CUST07129,BR046,Salary,2025-02-28,66651.17,Dormant
ACC08350,CUST08468,BR005,Savings,2026-08-20,32048.53,Active
ACC06540,CUST07385,BR048,Current,2025-11-21,17184.21,Active
ACC08418,CUST08223,BR011,Salary,2026-04-10,16757.96,Active
ACC07105,CUST07389,BR016,Salary,2025-09-29,17623.22,Dormant
ACC04169,CUST08114,BR028,Current,2023-12-30,52296.26,Closed
ACC00503,CUST07402,BR019,Savings,2026-03-23,30038.35,Closed
ACC10420,CUST06805,BR044,Current,2024-09-13,63167.78,Dormant
ACC00566,CUST01664,BR043,Current,2026-07-24,27583.81,Dormant
ACC01869,CUST02932,BR011,Salary,2024-06-15,60699.95,Dormant
ACC02622,CUST06510,BR005,Current,2024-07-04,81232.93,Active
ACC07653,CUST00717,BR026,Current,2024-05-05,86618.89,Closed
ACC08428,CUST01466,BR049,Savings,2025-12-23,52270.13,Dormant
ACC00898,CUST07707,BR040,Savings,2023-09-30,97907.09,Active
ACC03074,CUST00875,BR014,Salary,2026-02-05,78708.47,Active
ACC09996,CUST05571,BR000,Current,2025-11-14,75091.37,Dormant
ACC05530,CUST02962,BR047,Salary,2023-11-14,33887.96,Closed
ACC07379,CUST00870,BR010,Salary,2026-04-04,92853.68,Dormant
ACC02443,CUST03914,BR001,Current,2025-09-15,70141.92,Active
ACC05135,CUST05076,BR048,Savings,2024-04-21,98429.59,Closed
ACC00202,CUST05952,BR025,Salary,2024-10-24,38806.7,Dormant
ACC06439,CUST05001,BR035,Savings,2023-10-28,71101.23,Active
ACC04404,CUST06269,BR031,Current,2025-05-03,90198.21,Active
ACC10845,CUST05666,BR009,Current,2026-02-09,53876.3,Active
ACC04555,CUST03647,BR010,Savings,2023-09-22,86662.68,Dormant
ACC01168,CUST03786,BR045,Salary,2024-05-02,22330.46,Closed
ACC02052,CUST00090,BR043,Savings,2026-08-24,46687.49,Closed
ACC04630,CUST06568,BR026,Current,2025-11-05,90967.66,Active
ACC06492,CUST07041,BR027,Savings,2025-06-14,52455.09,Active
ACC07594,CUST08450,BR041,Current,2025-09-06,84925.65,Active
ACC10886,CUST08415,BR004,Salary,2023-12-24,31129.08,Active
ACC00602,CUST04881,BR025,Salary,2024-04-25,36361.38,Dormant
ACC02066,CUST03479,BR004,Salary,2025-01-02,32806.94,Active
ACC03552,CUST04695,BR026,Salary,2024-03-24,73024.79,Dormant
ACC02273,CUST02641,BR007,Salary,2024-05-27,67921.02,Closed
ACC01227,CUST08657,BR028,Savings,2025-07-09,18126.55,Dormant
ACC07999,CUST08157,BR037,Salary,2025-11-29,91086.4,Active
ACC08481,CUST05569,BR021,Savings,2025-06-06,39466.28,Dormant
ACC07972,CUST04583,BR025,Savings,2026-03-01,1237.51,Active
ACC01939,CUST06824,BR022,Current,2025-08-06,46681.85,Active
ACC04569,CUST06912,BR022,Current,2024-12-21,55208.99,Closed
ACC09716,CUST05500,BR029,Salary,2024-03-30,6169.75,Dormant
ACC06425,CUST02613,BR022,Salary,2024-02-27,1476.18,Active
ACC00559,CUST06149,BR001,Current,2026-02-25,78844.64,Active
ACC01018,CUST00459,BR002,Salary,2026-03-26,56510.23,Dormant
ACC04916,CUST01633,BR041,Salary,2025-06-08,56339.78,Active
ACC10007,CUST05875,BR002,Savings,2024-03-11,44680.06,Dormant
ACC05387,CUST07335,BR018,Savings,2025-02-24,91209.71,Closed
ACC04001,CUST08049,BR038,Savings,2023-11-24,90153.01,Dormant
ACC04857,CUST07752,BR028,Current,2024-02-11,10723.22,Active
ACC11140,CUST00430,BR032,Salary,2025-10-30,25192.61,Dormant
ACC07765,CUST02224,BR029,Savings,2025-09-03,46108.23,Closed
ACC09605,CUST06417,BR025,Current,2025-10-04,32278.56,Dormant
ACC03405,CUST03918,BR022,Current,2025-10-08,98188.55,Dormant
ACC00027,CUST07343,BR012,Savings,2024-08-16,72824.76,Dormant
ACC08012,CUST07305,BR024,Salary,2026-05-10,52129.98,Active
ACC04416,CUST07968,BR025,Current,2025-11-28,95687.88,Dormant
ACC00999,CUST05895,BR007,Savings,2023-12-10,52507.3,Closed
ACC10473,CUST07343,BR012,Current,2024-02-13,26745.91,Dormant
ACC06718,CUST06615,BR003,Salary,2024-04-15,70321.84,Dormant
ACC08377,CUST06414,BR011,Salary,2024-03-15,22134.02,Closed
ACC03337,CUST04177,BR007,Savings,2024-04-16,59182.22,Active
ACC01152,CUST07678,BR041,Salary,2025-01-20,98455.91,Closed
ACC08664,CUST07504,BR009,Savings,2023-09-24,11373.5,Dormant
ACC00837,CUST04041,BR040,Salary,2023-09-24,70057.06,Dormant
ACC01068,CUST05233,BR018,Current,2025-01-23,64986.99,Active
ACC10058,CUST06148,BR026,Salary,2026-07-11,77084.83,Active
ACC00556,CUST05585,BR018,Current,2024-11-27,20999.72,Dormant
ACC02680,CUST09393,BR007,Salary,2024-03-09,80208.24,Dormant
ACC01894,CUST03613,BR022,Current,2026-05-06,74979.52,Dormant
ACC03911,CUST02105,BR039,Salary,2024-09-04,66286.05,Closed
ACC10875,CUST00548,BR033,Current,2023-09-26,69008.64,Dormant
ACC07938,CUST02153,BR005,Salary,2025-10-20,32147.93,Active
ACC04715,CUST08875,BR040,Salary,2024-07-14,97774.1,Dormant
ACC04400,CUST02655,BR028,Current,2024-10-13,68010.47,Dormant
ACC04952,CUST04400,BR027,Salary,2026-06-04,68070.72,Active
ACC08640,CUST03921,BR019,Current,2024-03-29,18596.01,Dormant
ACC01903,CUST08333,BR008,Savings,2026-04-14,55001.17,Dormant
ACC07341,CUST07988,BR012,Salary,2024-01-09,11536.94,Closed
ACC06755,CUST03137,BR022,Current,2024-02-10,18495.37,Closed
ACC05967,CUST06591,BR015,Current,2026-08-14,4312.5,Dormant
ACC10136,CUST02571,BR009,Salary,2024-10-09,90491.64,Dormant
ACC09629,CUST99999,BR031,Salary,2024-04-21,4157.2,Dormant
ACC00120,CUST02289,BR040,Current,2026-01-28,55480.69,Closed
ACC08343,CUST00739,BR015,Salary,2024-05-24,47497.47,Active
ACC04813,CUST05644,BR040,Savings,2024-11-21,99715.13,Closed
ACC04726,CUST01785,BR013,Current,2024-08-25,17487.33,Closed
ACC05119,CUST02641,BR010,Salary,2025-03-09,8077.21,Active
ACC01361,CUST01084,BR042,Salary,2025-09-10,65709.17,Active
ACC05707,CUST07174,BR010,Savings,2024-10-13,31963.43,Active
ACC04443,CUST06991,BR023,Salary,2025-05-26,7899.47,Active
ACC01912,CUST03217,BR002,Salary,2025-04-02,49357.85,Active
ACC07125,CUST07924,BR045,Savings,2024-06-14,25624.55,Closed
ACC04431,CUST02941,BR017,Current,2025-02-24,81967.03,Closed
ACC08961,CUST00675,BR037,Current,2024-01-04,68808.69,Dormant
ACC02565,CUST06855,BR044,Salary,2025-12-11,7294.46,Dormant
ACC11259,CUST02527,BR037,Current,2025-08-29,44280.21,Closed
ACC05882,CUST04523,BR031,Current,2026-05-20,96972.74,Closed
ACC08457,CUST05239,BR012,Salary,2024-01-23,22246.65,Closed
ACC04880,CUST08131,BR041,Savings,2025-02-22,46754.6,Closed
ACC00350,CUST07268,BR032,Current,2024-10-18,43709.68,Dormant
ACC08623,CUST01150,BR015,Savings,2025-07-26,-73437.3,Dormant
ACC05486,CUST06031,BR049,Salary,2024-10-17,23058.38,Dormant
ACC07650,CUST02693,BR005,Current,2024-01-18,6959.57,Closed
ACC03009,CUST08994,BR032,Savings,2023-09-19,6650.62,Active
ACC10782,CUST08175,BR041,Salary,2024-08-26,69377.83,Closed
ACC06480,CUST00541,BR012,Current,2025-12-12,89764.22,Dormant
ACC06692,CUST09671,BR016,Savings,2024-01-20,22054.9,Dormant
ACC07445,CUST05993,BR003,Salary,2024-04-11,52939.4,Closed
ACC01085,CUST07658,BR000,Savings,2023-11-28,41363.47,Closed
ACC02990,CUST04346,BR044,Current,2024-04-09,31140.16,Dormant
ACC01759,CUST08809,BR031,Salary,2023-12-24,76178.22,Dormant
ACC03204,CUST09864,BR005,Salary,2024-09-26,1088.8,Closed
ACC05544,CUST06848,BR018,Current,2025-11-26,97777.29,Active
ACC01318,CUST00050,BR032,Savings,2025-01-28,49897.86,Active
ACC01526,CUST00448,BR048,Salary,2025-06-12,99250.28,Dormant
ACC11304,CUST04766,BR043,Savings,2026-08-25,24626.54,Dormant
ACC07859,CUST04093,BR011,Salary,2026-06-11,44510.73,Dormant
ACC04238,CUST05863,BR049,Savings,2023-09-10,41374.3,Dormant
ACC00881,CUST04345,BR018,Savings,2026-08-16,13956.46,Closed
ACC10892,CUST08442,BR016,Savings,2025-07-11,72467.57,Active
ACC09768,CUST09810,BR023,Savings,2023-11-20,63247.75,Active
ACC09126,CUST03986,BR015,Savings,2026-01-03,65459.78,Closed
ACC01673,CUST05788,BR040,Savings,2024-03-27,63289.33,Dormant
ACC05714,CUST04860,BR024,Current,2025-11-24,58676.94,Closed
ACC02882,CUST02784,BR003,Salary,2024-04-04,41279.07,Closed
ACC08563,CUST00902,BR039,Current,2025-12-09,74240.23,Closed
ACC10561,CUST02350,BR001,Current,2023-11-13,85951.44,Closed
ACC04979,CUST08518,BR015,Current,2025-08-03,49867.27,Dormant
ACC09656,CUST05707,BR046,Current,2026-02-09,82987.68,Dormant
ACC01296,CUST07320,BR019,Current,2024-08-14,9229.6,Active
ACC00698,CUST02915,BR021,Salary,2024-03-25,91497.53,Closed
ACC11016,CUST04809,BR014,Salary,2023-09-26,25042.3,Active
ACC03839,CUST05953,BR032,Current,2023-12-04,92611.31,Dormant
ACC01370,CUST03989,BR018,Salary,2026-05-23,4798.69,Dormant
ACC09535,CUST08192,BR026,Salary,2024-03-25,19745.15,Dormant
ACC01217,CUST02951,BR045,Salary,2024-05-24,84103.18,Active
ACC06830,CUST02052,BR036,Salary,2025-07-08,68374.41,Active
ACC05531,CUST09705,BR008,Savings,2026-07-13,39133.88,Dormant
ACC08009,CUST01464,BR045,Salary,2025-10-24,2785.04,Active
ACC04785,CUST08219,BR004,Salary,2025-04-21,12163.45,Closed
ACC00802,CUST03764,BR039,Current,2026-06-15,41906.97,Closed
ACC09944,CUST02657,BR006,Salary,2026-07-11,86612.84,Closed
ACC00730,CUST06469,BR042,Salary,2025-03-05,98689.63,Active
ACC04506,CUST02083,BR029,Current,2024-07-14,52379.07,Dormant
ACC10079,CUST08086,BR040,Savings,2023-10-17,83684.9,Closed
ACC04011,CUST02116,BR028,Salary,2024-10-01,46700.88,Closed
ACC01644,CUST07577,BR028,Salary,2025-02-26,87472.4,Dormant
ACC03466,CUST03415,BR037,Savings,2025-04-27,63812.93,Active
ACC04141,CUST05805,BR019,Salary,2024-06-07,26506.03,Active
ACC03602,CUST05116,BR011,Current,2024-03-29,90478.58,Active
ACC03948,CUST00703,BR008,Salary,2026-02-07,42830.81,Closed
ACC00606,CUST04312,BR026,Savings,2024-02-21,9418.45,Closed
ACC05304,CUST06602,BR029,Savings,2026-09-04,73006.52,Dormant
ACC04155,CUST09769,BR000,Salary,2024-07-17,3310.5,Dormant
ACC10098,CUST02378,BR040,Savings,2025-10-28,15365.94,Dormant
ACC02020,CUST08473,BR021,Current,2025-12-04,99842.49,Dormant
ACC06501,CUST05637,BR038,Savings,2025-07-03,42895.19,Closed
ACC11124,CUST06796,BR034,Salary,2024-06-07,67035.24,Dormant
ACC06248,CUST06881,BR023,Salary,2025-12-18,99741.33,Dormant
ACC02148,CUST06617,BR004,Salary,2026-04-05,89882.72,Closed
ACC06589,CUST08323,BR024,Salary,2025-04-23,96977.22,Active
ACC03247,CUST05882,BR025,Current,2024-03-03,4674.48,Dormant
ACC02798,CUST06830,BR007,Current,2025-02-27,42804.2,Dormant
ACC08894,CUST07170,BR011,Salary,2026-03-04,85455.02,Active
ACC00764,CUST06293,BR040,Savings,2026-07-27,63591.96,Dormant
ACC11438,CUST06733,BR006,Current,2025-02-13,82526.55,Closed
ACC09486,CUST01830,BR021,Salary,2025-01-02,79429.22,Dormant
ACC08547,CUST07300,BR002,Savings,2024-04-23,89534.17,Dormant
ACC02750,CUST05447,BR048,Current,2023-11-18,79440.12,Active
ACC00569,CUST06409,BR035,Current,2025-09-13,79819.61,Dormant
ACC02371,CUST07611,BR045,Current,2026-06-21,60596.78,Dormant
ACC06011,CUST02008,BR033,Salary,2024-07-09,98281.65,Dormant
ACC09066,CUST09378,BR020,Savings,2024-10-14,82778.96,Closed
ACC04929,CUST03577,BR035,Savings,2024-08-21,20460.81,Closed
ACC03257,CUST07084,BR039,Salary,2024-07-30,15427.21,Closed
ACC10527,CUST02296,BR001,Current,2026-07-28,6889.22,Closed
ACC00325,CUST07450,BR032,Current,2024-05-10,93506.87,Closed
ACC04542,CUST07605,BR004,Salary,2024-07-26,40485.06,Dormant
ACC11653,CUST09783,BR006,Salary,2025-05-08,91221.53,Active
ACC08455,CUST01555,BR007,Savings,2025-08-01,47781.73,Dormant
ACC04746,CUST01500,BR017,Salary,2025-07-13,17977.74,Closed
ACC01050,CUST08561,BR026,Current,2025-02-07,78848.86,Active
ACC09688,CUST08197,BR017,Savings,2024-10-29,25843.01,Active
ACC09650,CUST05777,BR000,Salary,2023-10-09,45504.24,Active
ACC00708,CUST05050,BR011,Current,2026-06-03,58160.39,Active
ACC02406,CUST07912,BR016,Salary,2025-04-10,52114.28,Active
ACC06098,CUST07754,BR006,Savings,2025-07-31,36335.16,Closed
ACC02094,CUST00575,BR029,Savings,2024-10-27,16427.58,Dormant
ACC05285,CUST01255,BR015,Current,2025-01-18,99878.65,Closed
ACC02082,CUST06828,BR038,Savings,2025-04-02,8630.62,Dormant
ACC01646,CUST00498,BR039,Current,2024-02-28,17702.97,Closed
ACC08179,CUST02519,BR041,Current,2024-12-25,6831.87,Active
ACC05216,CUST02717,BR011,Salary,2025-01-22,21774.93,Active
ACC00489,CUST02904,BR018,Salary,2026-06-01,48431.36,Closed
ACC11823,CUST06132,BR039,Current,2025-01-07,57027.36,Dormant
ACC07810,CUST03949,BR026,Salary,2026-02-12,56587.64,Closed
ACC02259,CUST05322,BR014,Current,2024-01-09,96555.61,Closed
ACC03573,CUST05565,BR043,Salary,2025-05-26,21703.27,Closed
ACC01930,CUST02314,BR040,Salary,2025-04-07,82473.65,Active
ACC08616,CUST05444,BR020,Savings,2023-10-05,62109.25,Active
ACC00924,CUST05461,BR018,Salary,2025-05-23,72390.35,Dormant
ACC09248,CUST03774,BR020,Salary,2024-07-12,14569.62,Active
ACC05592,CUST02988,BR036,Salary,2025-09-26,46937.24,Closed
ACC07836,CUST08891,BR037,Savings,2024-08-24,42622.33,Closed
ACC06991,CUST02882,BR038,Salary,2025-04-22,69976.86,Closed
ACC01906,CUST09070,BR037,Savings,2024-09-06,61573.0,Closed
ACC08565,CUST07676,BR039,Salary,2024-01-06,96487.41,Dormant
ACC08284,CUST06115,BR038,Salary,2024-05-21,56655.37,Active
ACC04580,CUST07994,BR044,Salary,2026-01-28,67599.18,Active
ACC11793,CUST04858,BR042,Current,2026-02-18,11609.26,Closed
ACC04794,CUST06828,BR046,Salary,2026-08-09,73679.95,Closed
ACC05385,CUST04023,BR001,Current,2024-12-25,38132.81,Active
ACC11378,CUST02818,BR017,Current,2025-07-09,11985.56,Closed
ACC10642,CUST02658,BR047,Savings,2025-07-07,12147.53,Closed
ACC07799,CUST00659,BR035,Current,2025-07-09,72526.64,Active
ACC09309,CUST06049,BR038,Current,2026-08-10,29233.15,Active
ACC01725,CUST02942,BR000,Current,2025-12-11,66705.97,Dormant
ACC01287,CUST00945,BR018,Salary,2026-02-04,19763.05,Dormant
ACC11386,CUST09677,BR038,Savings,2025-10-03,85600.54,Closed
ACC05406,CUST03793,BR004,Current,2026-06-06,96115.39,Active
ACC11738,CUST08792,BR045,Salary,2026-06-01,59536.11,Dormant
ACC00992,CUST01383,BR007,Current,2026-01-01,22393.97,Active
ACC10361,CUST05843,BR024,Savings,2026-08-01,43804.78,Closed
ACC10211,CUST09413,BR025,Current,2025-08-30,74016.27,Closed
ACC08511,CUST02934,BR010,Current,2025-09-12,56311.75,Closed
ACC00752,CUST05838,BR014,Salary,2025-04-04,19407.37,Closed
ACC02648,CUST09186,BR032,Current,2024-04-14,29740.17,Dormant
ACC01738,CUST04290,BR013,Salary,2026-04-01,35350.56,Active
ACC02125,CUST08992,BR033,Savings,2024-01-03,-94647.49,Active
ACC05731,CUST09270,BR048,Savings,2025-06-27,76332.97,Closed
ACC09857,CUST05073,BR020,Salary,2026-06-30,14781.16,Active
ACC10614,CUST06340,BR026,Savings,2024-04-09,91555.91,Dormant
ACC04524,CUST05125,BR029,Salary,2026-01-12,57902.14,Active
ACC00256,CUST08099,BR028,Current,2025-07-09,41944.3,Active
ACC00405,CUST09041,BR031,Salary,2024-07-21,50496.75,Closed
ACC00495,CUST08526,BR025,Current,2023-10-21,87588.53,Closed
